a	(-AH_)
rippetoe	(R-IH_)(P-IH_)(T-OW_)
rippey	(R-IH_)(P-IY_)
ripping	(R-IH_)(P-IH_NG)
ripple	(R-IH_)(P-AH_L)
rippled	(R-IH_)(P-AH_LD)
ripples	(R-IH_)(P-AH_LZ)
rippling	(R-IH_)(P-AH_)(L-IH_NG)
ripplinger	(R-IH_)(P-AH_)(L-IH_N)(G-ER_)
rippon	(R-IH_)(P-AH_N)
rippy	(R-IH_)(P-IY_)
rips	(R-IH_PS)
risa	(R-IY_)(S-AH_)
risberg	(R-IH_S)(B-ER_G)
risc	(R-IH_SK)
risch	(R-IH_SH)
risden	(R-IH_S)(D-AH_N)
risdon	(R-IH_S)(D-AH_N)
rise	(R-AY_Z)
risen	(R-IH_)(Z-AH_N)
risenhoover	(R-IH_)(S-IH_N)(HH-UW_)(V-ER_)
riser	(R-AY_)(Z-ER_)
rises	(R-AY_)(Z-AH_Z)
rish	(R-IH_SH)
rishel	(R-IH_)(SH-AH_L)
rishell	(R-IH_)(SH-AH_L)
risher	(R-IH_)(SH-ER_)
risi	(R-IY_)(S-IY_)
risin	(R-AY_)(Z-IH_N)
rising	(R-AY_)(Z-IH_NG)
risinger	(R-AY_)(Z-IH_N)(G-ER_)
risk	(R-IH_SK)
riske	(R-IH_SK)
risked	(R-IH_SKT)
riskier	(R-IH_)(SK-IY_)(-ER_)
riskiest	(R-IH_)(SK-IY_)(-AH_ST)
riskin	(R-IH_)(SK-IH_N)
riskiness	(R-IH_)(SK-IY_)(N-AH_S)
risking	(R-IH_)(SK-IH_NG)
riskless	(R-IH_)(SKL-AH_S)
risko	(R-IH_)(SK-OW_)
risks	(R-IH_SKS)
risky	(R-IH_)(SK-IY_)
risley	(R-IH_Z)(L-IY_)
risner	(R-IH_)(SN-ER_)
riso	(R-IY_)(S-OW_)
rison	(R-IH_)(S-AH_N)
rispoli	(R-IY_)(SP-OW_)(L-IY_)
risque	(R-IH_)(SK-EY_)
riss	(R-IH_S)
risse	(R-IH_S)
risser	(R-IH_)(S-ER_)
rissler	(R-IH_)(SL-ER_)
rissman	(R-IH_)(SM-AH_N)
rissmiller	(R-IH_)(SM-IH_)(L-ER_)
risso	(R-IH_)(S-OW_)
rissoli	(R-IH_)(S-OW_)(L-IY_)
rist	(R-IH_ST)
ristau	(R-IH_)(ST-AW_)
rister	(R-IH_)(ST-ER_)
riston	(R-IH_)(ST-AH_N)
ristorante	(R-IH_)(ST-ER_)(-AA_N)(T-EY_)
ristow	(R-IH_)(ST-OW_)
rita	(R-IY_)(T-AH_)
ritacco	(R-IY_)(T-AA_)(K-OW_)
ritalin	(R-IH_)(T-AH_)(L-IH_N)
ritcey	(R-IH_T)(S-IY_)
ritch	(R-IH_CH)
ritchey	(R-IH_)(CH-IY_)
ritchie	(R-IH_)(CH-IY_)
rite	(R-AY_T)
ritenour	(R-IH_)(T-AH_)(N-AW_R)
riter	(R-AY_)(T-ER_)
rites	(R-AY_TS)
ritesh	(R-IH_)(T-EH_SH)
ritger	(R-IH_T)(G-ER_)
ritner	(R-IH_T)(N-ER_)
ritsema	(R-IH_T)(S-IY_)(M-AH_)
ritson	(R-IH_T)(S-AH_N)
ritt	(R-IH_T)
rittenberg	(R-IH_)(T-AH_N)(B-ER_G)
rittenberry	(R-IH_)(T-AH_N)(B-EH_)(R-IY_)
rittenhouse	(R-IH_)(T-AH_N)(HH-AW_S)
rittenour	(R-IH_)(T-AH_)(N-AW_R)
ritter	(R-IH_)(T-ER_)
ritterbusch	(R-IH_)(T-ER_)(B-UH_SH)
rittereiser	(R-IH_)(T-ER_)(-AY_)(Z-ER_)
rittgers	(R-IH_T)(G-ER_Z)
ritthaler	(R-IH_)(TH-AH_)(L-ER_)
rittle	(R-IH_)(T-AH_L)
rittman	(R-IH_T)(M-AH_N)
rittner	(R-IH_T)(N-ER_)
ritts	(R-IH_TS)
ritual	(R-IH_)(CH-UW_)(-AH_L)
ritualistic	(R-IH_)(CH-UW_)(-AH_)(L-IH_)(ST-IH_K)
ritualistically	(R-IH_)(CH-UW_)(-AH_)(L-IH_)(ST-IH_)(K-AH_)(L-IY_)
rituals	(R-IH_)(CH-UW_)(-AH_LZ)
ritz	(R-IH_TS)
ritzel	(R-IH_T)(Z-AH_L)
ritzenthaler	(R-IH_T)(Z-IH_N)(TH-AH_)(L-ER_)
ritzer	(R-IH_T)(Z-ER_)
ritzert	(R-IH_T)(Z-ER_T)
ritziest	(R-IH_T)(S-IY_)(-AH_ST)
ritzman	(R-IH_T)(SM-AH_N)
ritzy	(R-IH_T)(S-IY_)
riunite	(R-IY_)(-UW_)(N-AY_T)
riva	(R-IY_)(V-AH_)
rival	(R-AY_)(V-AH_L)
rivaled	(R-AY_)(V-AH_LD)
rivaling	(R-AY_)(V-AH_)(L-IH_NG)
rivalries	(R-AY_)(V-AH_L)(R-IY_Z)
rivalry	(R-AY_)(V-AH_L)(R-IY_)
rivals	(R-AY_)(V-AH_LZ)
rivard	(R-IH_)(V-ER_D)
rivas	(R-IY_)(V-AA_Z)
riven	(R-IH_)(V-AH_N)
rivenbark	(R-IH_)(V-IH_N)(B-AA_RK)
rivenburg	(R-IH_)(V-AH_N)(B-ER_G)
rivenburgh	(R-IH_)(V-IH_N)(B-ER_G)
river	(R-IH_)(V-ER_)
rivera	(R-IH_)(V-EH_)(R-AH_)
riverbank	(R-IH_)(V-ER_)(B-AE_NGK)
riverbed	(R-IH_)(V-ER_)(B-EH_D)
riverbend	(R-IH_)(V-ER_)(B-EH_ND)
riverboat	(R-IH_)(V-ER_)(B-OW_T)
riverboats	(R-IH_)(V-ER_)(B-OW_TS)
riverdale	(R-IH_)(V-ER_)(D-EY_L)
riverfront	(R-IH_)(V-ER_)(FR-AH_NT)
riverhead	(R-IH_)(V-ER_)(HH-EH_D)
rivero	(R-IY_)(V-EH_)(R-OW_)
rivers	(R-IH_)(V-ER_Z)
riverside	(R-IH_)(V-ER_)(S-AY_D)
riverso	(R-IH_)(V-ER_)(S-OW_)
riverway	(R-IH_)(V-ER_)(W-EY_)
riverwood	(R-IH_)(V-ER_)(W-UH_D)
rives	(R-AY_VZ)
rivest	(R-IH_)(V-IH_ST)
rivet	(R-IH_)(V-AH_T)
riveted	(R-IH_)(V-AH_)(T-IH_D)
riveting	(R-IH_)(V-AH_)(T-IH_NG)
rivets	(R-IH_)(V-AH_TS)
rivett	(R-IH_)(V-IH_T)
rivette	(R-IH_)(V-EH_T)
riviello	(R-IY_)(V-IY_)(-EH_)(L-OW_)
riviera	(R-IH_)(V-IY_)(-EH_)(R-AH_)
riviere	(R-IH_)(V-IY_)(-EH_R)
rivieres	(R-IH_)(VY-IH_)(R-EH_Z)
rivkin	(R-IH_V)(K-IH_N)
rivkind	(R-IH_V)(K-IH_ND)
rivlin	(R-IH_V)(L-IH_N)
rix	(R-IH_KS)
riyad	(R-IY_)(-AA_D)
riyadh	(R-IY_)(-AE_D)
riyals	(R-IY_)(Y-AA_LZ)
riz	(R-IH_Z)
rizer	(R-AY_)(Z-ER_)
rizk	(R-IH_ZK)
rizo	(R-IY_)(Z-OW_)
rizor	(R-AY_)(Z-ER_)
rizza	(R-IH_)(Z-AH_)
rizzi	(R-IH_)(Z-IY_)
rizzo	(R-IH_)(Z-OW_)
rizzoli	(R-IH_)(Z-OW_)(L-IY_)
rizzolo	(R-IY_T)(S-OW_)(L-OW_)
rizzuti	(R-IY_T)(S-UW_)(T-IY_)
rizzuto	(R-IY_T)(S-UW_)(T-OW_)
ro	(R-OW_)
roa	(R-OW_)(-AH_)
roach	(R-OW_CH)
roache	(R-OW_CH)
roaches	(R-OW_)(CH-IH_Z)
road	(R-OW_D)
roadblock	(R-OW_D)(BL-AA_K)
roadblocks	(R-OW_D)(BL-AA_KS)
roadcap	(R-OW_D)(K-AE_P)
roades	(R-OW_DZ)
roadhouse	(R-OW_D)(HH-AW_S)
roadie	(R-OW_)(D-IY_)
roadmaster	(R-OW_D)(M-AE_)(ST-ER_)
roadrailer	(R-OW_)(DR-EY_)(L-ER_)
roadrunner	(R-OW_)(DR-AH_)(N-ER_)
roads	(R-OW_DZ)
roadshow	(R-OW_D)(SH-OW_)
roadside	(R-OW_D)(S-AY_D)
roadsides	(R-OW_D)(S-AY_DZ)
roadster	(R-OW_D)(ST-ER_)
roadway	(R-OW_)(DW-EY_)
roadways	(R-OW_)(DW-EY_Z)
roadwork	(R-OW_)(DW-ER_K)
roady	(R-OW_)(D-IY_)
roald	(R-OW_LD)
roam	(R-OW_M)
roamed	(R-OW_MD)
roaming	(R-OW_)(M-IH_NG)
roams	(R-OW_MZ)
roan	(R-OW_N)
roane	(R-OW_N)
roanna	(R-OW_)(N-AH_)
roanoke	(R-OW_)(-AH_)(N-OW_K)
roar	(R-AO_R)
roared	(R-AO_RD)
roaring	(R-AO_)(R-IH_NG)
roark	(R-AO_RK)
roarke	(R-AO_RK)
roars	(R-AO_RZ)
roarty	(R-AO_R)(T-IY_)
roast	(R-OW_ST)
roasted	(R-OW_)(ST-AH_D)
roaster	(R-OW_)(ST-ER_)
roasters	(R-OW_)(ST-ER_Z)
roasting	(R-OW_)(ST-IH_NG)
roasts	(R-OW_STS)
roat	(R-OW_T)
roath	(R-OW_TH)
rob	(R-AA_B)
roback	(R-OW_)(B-AE_K)
robaina	(R-OW_)(B-EY_)(N-AH_)
robak	(R-OW_)(B-AH_K)
robar	(R-AH_)(B-AA_R)
robards	(R-AA_)(B-ER_DZ)
robare	(R-OW_)(B-AA_)(R-EY_)
robarge	(R-AA_)(B-AA_RG)
robart	(R-AA_)(B-AA_RT)
robarts	(R-AA_)(B-AA_RTS)
robb	(R-AA_B)
robbe	(R-AA_B)
robbed	(R-AA_BD)
robben	(R-AA_)(B-AH_N)
robber	(R-AA_)(B-ER_)
robberies	(R-AA_)(B-ER_)(-IY_Z)
robbers	(R-AA_)(B-ER_Z)
robberson	(R-AA_)(B-ER_)(S-AH_N)
robbery	(R-AA_)(B-ER_)(-IY_)
robbie	(R-AA_)(B-IY_)
robbin	(R-AA_)(B-IH_N)
robbing	(R-AA_)(B-IH_NG)
robbins	(R-AA_)(B-IH_NZ)
robbs	(R-AA_BZ)
robby	(R-AA_)(B-IY_)
robe	(R-OW_B)
robeck	(R-OW_)(B-EH_K)
robed	(R-OW_BD)
robel	(R-OW_)(B-AH_L)
robello	(R-OW_)(B-EH_)(L-OW_)
robelo	(R-AA_)(B-EH_)(L-OW_)
rober	(R-OW_)(B-ER_)
roberds	(R-AA_)(B-ER_DZ)
roberg	(R-OW_)(B-ER_G)
roberge	(R-AA_)(B-ER_JH)
robers	(R-OW_)(B-ER_Z)
roberson	(R-AA_)(B-ER_)(S-AH_N)
robert	(R-AA_)(B-ER_T)
roberta	(R-AH_)(B-ER_)(T-AH_)
roberti	(R-AH_)(B-ER_)(T-IY_)
roberto	(R-AH_)(B-EH_R)(T-OW_)
roberts	(R-AA_)(B-ER_TS)
robertshaw	(R-AA_)(B-ER_T)(SH-AO_)
robertson	(R-AA_)(B-ER_T)(S-AH_N)
robes	(R-OW_BZ)
robeson	(R-OW_)(B-IH_)(S-AH_N)
robey	(R-OW_)(B-IY_)
robia	(R-OW_)(B-IY_)(-AH_)
robichaud	(R-AA_)(B-IH_)(SH-OW_)
robichaux	(R-AA_)(B-IH_)(SH-OW_)
robicheaux	(R-AA_)(B-IH_)(SH-OW_)
robideau	(R-AA_)(B-IH_)(D-OW_)
robidoux	(R-AA_)(B-IH_)(D-UW_)
robie	(R-OW_)(B-IY_)
robillard	(R-AA_)(B-IH_)(L-ER_D)
robin	(R-AA_)(B-AH_N)
robina	(R-AH_)(B-IY_)(N-AH_)
robinett	(R-AA_)(B-IH_)(N-EH_T)
robinette	(R-AA_)(B-IH_)(N-EH_T)
robinhood	(R-AA_)(B-IH_N)(HH-UH_D)
robinia	(R-OW_)(B-IY_)(N-IY_)(-AH_)
robins	(R-AA_)(B-AH_NZ)
robinson	(R-AA_)(B-AH_N)(S-AH_N)
robinsons	(R-AA_)(B-AH_N)(S-AH_NZ)
robishaw	(R-AA_)(B-IH_)(SH-AO_)
robison	(R-AA_)(B-IH_)(S-AH_N)
robitaille	(R-AA_)(B-IH_)(T-EY_L)
robitussin	(R-AA_)(B-IH_)(T-AH_)(S-IH_N)
robl	(R-AA_)(B-AH_L)
roble	(R-OW_)(B-AH_L)
robledo	(R-OW_)(BL-EY_)(D-OW_)
roblee	(R-AA_)(BL-IY_)
robles	(R-OW_)(B-AH_LZ)
robley	(R-AA_)(BL-IY_)
roblin	(R-AA_)(BL-IH_N)
robling	(R-OW_)(B-AH_)(L-IH_NG)
robnett	(R-AA_B)(N-IH_T)
robocop	(R-OW_)(B-OW_)(K-AA_P)
robot	(R-OW_)(B-AA_T)
robotic	(R-OW_)(B-AA_)(T-IH_K)
robotics	(R-OW_)(B-AA_)(T-IH_KS)
robots	(R-OW_)(B-AA_TS)
robs	(R-AA_BZ)
robson	(R-AA_B)(S-AH_N)
robuck	(R-AA_)(B-AH_K)
robust	(R-OW_)(B-AH_ST)
robusta	(R-AA_)(B-AH_)(ST-AH_)
robustas	(R-AA_)(B-AH_)(ST-AH_S)
robustelli	(R-OW_)(B-AH_)(ST-EH_)(L-IY_)
robustly	(R-OW_)(B-AH_ST)(L-IY_)
robustness	(R-OW_)(B-AH_ST)(N-AH_S)
roby	(R-OW_)(B-IY_)
robyn	(R-AA_)(B-IH_N)
roc	(R-AA_K)
roca	(R-OW_)(K-AH_)
rocap	(R-OW_)(K-AE_P)
rocard	(R-OW_)(K-ER_D)
rocca	(R-AA_)(K-AH_)
roccaforte	(R-OW_)(K-AH_)(F-AO_R)(T-IY_)
roccas	(R-AA_)(K-AH_S)
rocchi	(R-OW_)(K-IY_)
rocchio	(R-OW_)(K-IY_)(-OW_)
rocco	(R-AA_)(K-OW_)
roch	(R-AA_K)
rocha	(R-OW_)(K-AH_)
rochat	(R-AA_)(CH-AH_T)
rochberg	(R-OW_CH)(B-ER_G)
roche	(R-OW_CH)
rochefort	(R-AA_)(K-IH_)(F-ER_T)
rocheleau	(R-AA_)(SH-IH_)(L-OW_)
rochella	(R-AH_)(CH-EH_)(L-AH_)
rochelle	(R-OW_)(SH-EH_L)
rocher	(R-OW_)(CH-ER_)
rochester	(R-AA_)(CH-EH_)(ST-ER_)
rochette	(R-AH_)(SH-EH_T)
rochford	(R-AA_CH)(F-ER_D)
rochlin	(R-AA_)(KL-IH_N)
rochon	(R-AA_)(CH-AH_N)
rock	(R-AA_K)
rockabilly	(R-AA_)(K-AH_)(B-IH_)(L-IY_)
rockafellow	(R-AA_)(K-AH_)(F-EH_)(L-OW_)
rockaway	(R-AA_)(K-AH_)(W-EY_)
rocke	(R-AA_K)
rocked	(R-AA_KT)
rockefeller	(R-AA_)(K-AH_)(F-EH_)(L-ER_)
rockefellers	(R-AA_)(K-AH_)(F-EH_)(L-ER_Z)
rockel	(R-AA_)(K-AH_L)
rockenbach	(R-AA_)(K-IH_N)(B-AA_K)
rocker	(R-AA_)(K-ER_)
rockers	(R-AA_)(K-ER_Z)
rocket	(R-AA_)(K-AH_T)
rocketdyne	(R-AA_)(K-IH_T)(D-AY_N)
rocketed	(R-AA_)(K-AH_)(T-IH_D)
rocketing	(R-AA_)(K-AH_)(T-IH_NG)
rocketry	(R-AA_)(K-AH_)(TR-IY_)
rockets	(R-AA_)(K-AH_TS)
rockett	(R-AA_)(K-IH_T)
rockette	(R-AA_)(K-EH_T)
rockettes	(R-AA_)(K-EH_TS)
rockey	(R-AA_)(K-IY_)
rockford	(R-AA_K)(F-ER_D)
rockhill	(R-AA_K)(HH-IH_L)
rockhold	(R-AA_K)(HH-OW_LD)
rockholt	(R-AA_K)(HH-OW_LT)
rockies	(R-AA_)(K-IY_Z)
rocking	(R-AA_)(K-IH_NG)
rockingham	(R-AA_)(K-IH_NG)(HH-AE_M)
rockland	(R-AA_)(KL-AH_ND)
rockley	(R-AA_)(KL-IY_)
rocklin	(R-AA_)(KL-IH_N)
rockman	(R-AA_K)(M-AH_N)
rockmore	(R-AA_K)(M-AO_R)
rockne	(R-AA_K)(N-IY_)
rockoff	(R-AA_)(K-AO_F)
rockow	(R-AA_)(SK-OW_)
rockport	(R-AA_K)(P-AO_RT)
rockresort	(R-AA_)(KR-IH_)(Z-AO_RT)
rockresorts	(R-AA_)(KR-IH_)(Z-AO_RTS)
rockrose	(R-AA_)(KR-OW_Z)
rocks	(R-AA_KS)
rockville	(R-AA_K)(V-IH_L)
rockwell	(R-AA_)(KW-EH_L)
rockwood	(R-AA_)(KW-UH_D)
rocky	(R-AA_)(K-IY_)
rococo	(R-AH_)(K-OW_)(K-OW_)
rocque	(R-AA_K)
rod	(R-AA_D)
roda	(R-OW_)(D-AH_)
rodabaugh	(R-AA_)(D-AH_)(B-AO_)
rodak	(R-OW_)(D-AH_K)
rodale	(R-OW_)(D-EY_L)
rodarte	(R-AA_)(D-AA_RT)
rodas	(R-OW_)(D-AH_Z)
rodd	(R-AA_D)
rodden	(R-AA_)(D-AH_N)
roddenberry	(R-AA_)(D-AH_N)(B-EH_)(R-IY_)
roddey	(R-AA_)(D-IY_)
roddick	(R-AA_)(D-IH_K)
roddie	(R-AA_)(D-IY_)
rodding	(R-AA_)(D-IH_NG)
roddy	(R-AA_)(D-IY_)
rode	(R-OW_D)
rodebaugh	(R-AA_)(D-IH_)(B-AO_)
rodefer	(R-AA_)(D-IH_)(F-ER_)
rodeffer	(R-AA_)(D-IH_)(F-ER_)
rodeheaver	(R-AA_)(D-IH_)(HH-IY_)(V-ER_)
rodela	(R-OW_)(D-EH_)(L-AH_)
rodell	(R-AA_)(D-AH_L)
roden	(R-OW_)(D-AH_N)
rodenbaugh	(R-AA_)(D-IH_N)(B-AW_)
rodenbeck	(R-OW_)(D-AH_N)(B-EH_K)
rodenberg	(R-OW_)(D-AH_N)(B-ER_G)
rodenberger	(R-OW_)(D-AH_N)(B-ER_)(G-ER_)
rodenburg	(R-OW_)(D-AH_N)(B-ER_G)
rodent	(R-OW_)(D-AH_NT)
rodents	(R-OW_)(D-AH_NTS)
rodeo	(R-OW_)(D-IY_)(-OW_)
rodeos	(R-OW_)(D-IY_)(-OW_Z)
roder	(R-OW_)(D-ER_)
roderica	(R-OW_)(D-ER_)(-IY_)(K-AH_)
roderick	(R-AA_)(DR-IH_K)
rodes	(R-OW_DZ)
rodewald	(R-AA_)(D-UW_)(-AO_LD)
rodeway	(R-OW_)(DW-EY_)
rodge	(R-AA_JH)
rodger	(R-AA_)(JH-ER_)
rodgers	(R-AA_)(JH-ER_Z)
rodgin	(R-AA_)(JH-IH_N)
rodham	(R-AO_)(D-AH_M)
rodi	(R-OW_)(D-IY_)
rodick	(R-AA_)(D-IH_K)
rodier	(R-OW_)(D-IY_)(-ER_)
rodime	(R-OW_)(D-IY_M)
rodin	(R-OW_)(D-IH_N)
rodine	(R-OW_)(D-IY_)(N-IY_)
rodino	(R-OW_)(D-IY_)(N-OW_)
rodkey	(R-AA_D)(K-IY_)
rodman	(R-AA_D)(M-AH_N)
rodmond	(R-AA_D)(M-AH_ND)
rodmund	(R-AA_D)(M-AH_ND)
rodney	(R-AA_D)(N-IY_)
rodocker	(R-AA_)(D-AH_)(K-ER_)
rodolf	(R-AA_)(D-OW_LF)
rodolfo	(R-OW_)(D-AA_L)(F-OW_)
rodolph	(R-OW_)(D-AA_LF)
rodrick	(R-AA_)(DR-IH_K)
rodrigeuz	(R-OW_)(DR-IY_)(JH-UW_Z)
rodrigo	(R-AH_)(DR-IY_)(G-OW_)
rodrigue	(R-OW_)(DR-IY_G)
rodrigues	(R-AA_)(DR-IY_)(G-IH_S)
rodriguez	(R-AA_)(DR-IY_)(G-EH_Z)
rodriques	(R-AA_)(DR-IY_)(G-EH_S)
rodriquez	(R-AA_)(DR-IY_)(K-EH_Z)
rods	(R-AA_DZ)
rodwell	(R-AA_)(DW-EH_L)
rody	(R-OW_)(D-IY_)
roe	(R-OW_)
roeber	(R-OW_)(B-ER_)
roebke	(R-OW_BK)
roebling	(R-OW_)(BL-IH_NG)
roebuck	(R-OW_)(B-AH_K)
roecker	(R-OW_)(K-ER_)
roed	(R-OW_D)
roedel	(R-OW_)(D-AH_L)
roeder	(R-OW_)(D-ER_)
roederer	(R-OW_)(D-ER_)(-ER_)
roediger	(R-OW_)(D-IH_)(G-ER_)
roedl	(R-OW_)(D-AH_L)
roegner	(R-OW_G)(N-ER_)
roehi	(R-OW_)(-IY_)
roehl	(R-OW_L)
roehling	(R-OW_)(L-IH_NG)
roehm	(R-OW_M)
roehr	(R-AO_R)
roehrich	(R-AO_)(R-IH_K)
roehrig	(R-AO_)(R-IH_G)
roehrs	(R-AO_RZ)
roeland	(R-OW_)(L-AH_ND)
roelke	(R-OW_LK)
roell	(R-OW_L)
roelle	(R-OW_L)
roeller	(R-OW_)(L-ER_)
roelofs	(R-OW_)(L-AH_FS)
roemer	(R-OW_)(M-ER_)
roemmich	(R-OW_)(M-IH_K)
roen	(R-OW_N)
roeper	(R-OW_)(P-ER_)
roepke	(R-OW_PK)
roes	(R-OW_Z)
roesch	(R-OW_SH)
roese	(R-OW_S)
roesel	(R-OW_)(S-AH_L)
roeser	(R-OW_)(Z-ER_)
roeske	(R-OW_SK)
roesler	(R-OW_)(S-AH_)(L-ER_)
roesner	(R-OW_)(SN-ER_)
roessler	(R-OW_)(S-AH_)(L-ER_)
roessner	(R-OW_)(SN-ER_)
roether	(R-OW_)(DH-ER_)
roethler	(R-OW_)(TH-AH_)(L-ER_)
roettger	(R-OW_T)(G-ER_)
roever	(R-AA_)(-EH_)(V-ER_)
roff	(R-AO_F)
roffe	(R-AA_F)
roffman	(R-AO_F)(M-AH_N)
rofin	(R-OW_)(F-IH_N)
rog	(R-AA_G)
rogachev	(R-OW_)(G-AH_)(CH-AH_V)
rogacki	(R-AH_)(G-AA_T)(SK-IY_)
rogaine	(R-OW_)(G-EY_N)
rogal	(R-OW_)(G-AH_L)
rogala	(R-OW_)(G-AA_)(L-AH_)
rogalla	(R-OW_)(G-AA_)(L-AH_)
rogalski	(R-AH_)(G-AA_L)(SK-IY_)
rogan	(R-OW_)(G-AH_N)
rogel	(R-OW_)(G-AH_L)
rogelio	(R-OW_)(G-IY_)(L-IY_)(-OW_)
roger	(R-AA_)(JH-ER_)
rogernomics	(R-OW_)(G-ER_)(N-AA_)(M-IH_KS)
rogers	(R-AA_)(JH-ER_Z)
rogerson	(R-AA_)(G-ER_)(S-AH_N)
rogge	(R-AA_G)
roggenbuck	(R-AA_)(G-IH_N)(B-AH_K)
roggenkamp	(R-AA_)(G-IH_N)(K-AE_MP)
roggio	(R-AA_)(Z-IY_)(-OW_)
roggow	(R-AA_)(G-OW_)
rogier	(R-OW_)(G-IY_)(-ER_)
rogin	(R-OW_)(G-IH_N)
roginski	(R-AH_)(G-IH_N)(SK-IY_)
rogness	(R-AA_G)(N-IH_S)
rogoff	(R-AA_)(G-AO_F)
rogowski	(R-AH_)(G-AO_F)(SK-IY_)
rogozinski	(R-AH_)(G-AH_)(Z-IH_N)(SK-IY_)
rogstad	(R-AA_G)(ST-AH_D)
rogue	(R-OW_G)
rogues	(R-OW_GZ)
rogus	(R-OW_)(G-AH_S)
roh	(R-OW_)
rohan	(R-OW_)(-AH_N)
rohana	(R-AH_)(HH-AE_)(N-AH_)
rohatyn	(R-AA_)(HH-AH_)(T-IH_N)
rohde	(R-OW_D)
rohe	(R-OW_)
roher	(R-OW_)(-ER_)
rohl	(R-OW_L)
rohland	(R-OW_)(L-AH_ND)
rohleder	(R-OW_)(L-IH_)(D-ER_)
rohlf	(R-OW_LF)
rohlfing	(R-OW_L)(F-IH_NG)
rohlfs	(R-OW_LFS)
rohlicek	(R-AA_)(L-AH_)(CH-EH_K)
rohling	(R-OW_)(L-IH_NG)
rohlman	(R-OW_L)(M-AH_N)
rohloff	(R-OW_)(L-AO_F)
rohm	(R-OW_M)
rohman	(R-OW_)(M-AH_N)
rohmer	(R-OW_)(M-ER_)
rohn	(R-AA_N)
rohner	(R-OW_)(N-ER_)
rohr	(R-AO_R)
rohrbach	(R-AO_R)(B-AA_K)
rohrbacher	(R-AO_R)(B-AA_)(K-ER_)
rohrback	(R-AO_R)(B-AE_K)
rohrbaugh	(R-AO_R)(B-AW_)
rohrbough	(R-AO_R)(B-AW_)
rohrer	(R-AO_)(R-ER_)
rohrich	(R-AO_)(R-IH_K)
rohrig	(R-AO_)(R-IH_G)
rohrman	(R-AO_R)(M-AH_N)
rohrs	(R-AO_RZ)
rohs	(R-OW_Z)
rohstoff	(R-OW_)(ST-AO_F)
rohwedder	(R-OW_)(W-IH_)(D-ER_)
rohweder	(R-OW_)(W-IH_)(D-ER_)
rohwer	(R-OW_)(W-ER_)
rohypnol	(R-OW_)(HH-AY_P)(N-AO_L)
roi	(R-OY_)
roig	(R-OY_G)
roil	(R-OY_L)
roiled	(R-OY_LD)
roiling	(R-OY_)(L-IH_NG)
roister	(R-OY_)(ST-ER_)
rojas	(R-OW_)(HH-AA_S)
rojek	(R-OW_)(Y-EH_K)
rojo	(R-OW_)(JH-OW_)
roka	(R-OW_)(K-AH_)
rokahr	(R-OW_)(K-AA_R)
rokar	(R-OW_)(K-AA_R)
rokicki	(R-AH_)(K-IH_)(K-IY_)
rokos	(R-OW_)(K-OW_Z)
rokosz	(R-AA_)(K-AH_SH)
rol	(R-OW_L)
rolan	(R-OW_)(L-AH_N)
roland	(R-OW_)(L-AH_ND)
rolanda	(R-OW_)(L-AA_N)(D-AH_)
rolando	(R-OW_)(L-AA_N)(D-OW_)
roldan	(R-OW_L)(D-AH_N)
role	(R-OW_L)
rolemodel	(R-OW_L)(M-AA_)(D-AH_L)
rolemodels	(R-OW_L)(M-AA_)(D-AH_LZ)
rolen	(R-OW_)(L-AH_N)
roleplaying	(R-OW_L)(PL-EY_)(-IH_NG)
roles	(R-OW_LZ)
rolette	(R-OW_)(L-EH_T)
rolex	(R-OW_)(L-EH_KS)
roley	(R-OW_)(L-IY_)
rolf	(R-OW_LF)
rolfe	(R-OW_LF)
rolfes	(R-OW_LFS)
rolfs	(R-OW_LFS)
rolfson	(R-OW_LF)(S-AH_N)
rolin	(R-OW_)(L-IH_N)
roling	(R-OW_)(L-IH_NG)
rolison	(R-AA_)(L-IH_)(S-AH_N)
roll	(R-OW_L)
rolla	(R-AA_)(L-AH_)
rolland	(R-AA_)(L-AH_ND)
rollback	(R-OW_L)(B-AE_K)
rollbacks	(R-OW_L)(B-AE_KS)
rolle	(R-OW_L)
rolled	(R-OW_LD)
rollen	(R-AO_)(L-AH_N)
roller	(R-OW_)(L-ER_)
rollerblade	(R-OW_)(L-ER_)(BL-EY_D)
rollerblades	(R-OW_)(L-ER_)(BL-EY_DZ)
rollerblading	(R-OW_)(L-ER_)(BL-EY_)(D-IH_NG)
rollercoaster	(R-OW_)(L-ER_)(K-OW_)(ST-ER_)
rollers	(R-OW_)(L-ER_Z)
rollet	(R-OW_)(L-EH_T)
rolley	(R-AA_)(L-IY_)
rolli	(R-AA_)(L-IY_)
rollicking	(R-AA_)(L-IH_)(K-IH_NG)
rollie	(R-OW_)(L-IY_)
rollin	(R-AA_)(L-IH_N)
rolling	(R-OW_)(L-IH_NG)
rollinger	(R-OW_)(L-IH_N)(G-ER_)
rollings	(R-OW_)(L-IH_NGZ)
rollins	(R-AA_)(L-IH_NZ)
rollinson	(R-AA_)(L-IH_N)(S-AH_N)
rollison	(R-AA_)(L-IH_)(S-AH_N)
rollman	(R-OW_L)(M-AH_N)
rollo	(R-AA_)(L-OW_)
rollout	(R-OW_)(L-AW_T)
rollover	(R-OW_)(L-OW_)(V-ER_)
rollovers	(R-OW_)(L-OW_)(V-ER_Z)
