a	(AH)
rohn	(R_AA_N)
rohner	(R_OW)(N_ER)
rohr	(R_AO_R)
rohrbach	(R_AO_R)(B_AA_K)
rohrbacher	(R_AO_R)(B_AA)(K_ER)
rohrback	(R_AO_R)(B_AE_K)
rohrbaugh	(R_AO_R)(B_AW)
rohrbough	(R_AO_R)(B_AW)
rohrer	(R_AO)(R_ER)
rohrich	(R_AO)(R_IH_K)
rohrig	(R_AO)(R_IH_G)
rohrman	(R_AO_R)(M_AH_N)
rohrs	(R_AO_RZ)
rohs	(R_OW_Z)
rohstoff	(R_OW)(ST_AO_F)
rohwedder	(R_OW)(W_IH)(D_ER)
rohweder	(R_OW)(W_IH)(D_ER)
rohwer	(R_OW)(W_ER)
rohypnol	(R_OW)(HH_AY_P)(N_AO_L)
roi	(R_OY)
roig	(R_OY_G)
roil	(R_OY_L)
roiled	(R_OY_LD)
roiling	(R_OY)(L_IH_NG)
roister	(R_OY)(ST_ER)
rojas	(R_OW)(HH_AA_S)
rojek	(R_OW)(Y_EH_K)
rojo	(R_OW)(JH_OW)
roka	(R_OW)(K_AH)
rokahr	(R_OW)(K_AA_R)
rokar	(R_OW)(K_AA_R)
rokicki	(R_AH)(K_IH)(K_IY)
rokos	(R_OW)(K_OW_Z)
rokosz	(R_AA)(K_AH_SH)
rol	(R_OW_L)
rolan	(R_OW)(L_AH_N)
roland	(R_OW)(L_AH_ND)
rolanda	(R_OW)(L_AA_N)(D_AH)
rolando	(R_OW)(L_AA_N)(D_OW)
roldan	(R_OW_L)(D_AH_N)
role	(R_OW_L)
rolemodel	(R_OW_L)(M_AA)(D_AH_L)
rolemodels	(R_OW_L)(M_AA)(D_AH_LZ)
rolen	(R_OW)(L_AH_N)
roleplaying	(R_OW_L)(PL_EY)(IH_NG)
roles	(R_OW_LZ)
rolette	(R_OW)(L_EH_T)
rolex	(R_OW)(L_EH_KS)
roley	(R_OW)(L_IY)
rolf	(R_OW_LF)
rolfe	(R_OW_LF)
rolfes	(R_OW_LFS)
rolfs	(R_OW_LFS)
rolfson	(R_OW_LF)(S_AH_N)
rolin	(R_OW)(L_IH_N)
roling	(R_OW)(L_IH_NG)
rolison	(R_AA)(L_IH)(S_AH_N)
roll	(R_OW_L)
rolla	(R_AA)(L_AH)
rolland	(R_AA)(L_AH_ND)
rollback	(R_OW_L)(B_AE_K)
rollbacks	(R_OW_L)(B_AE_KS)
rolle	(R_OW_L)
rolled	(R_OW_LD)
rollen	(R_AO)(L_AH_N)
roller	(R_OW)(L_ER)
rollerblade	(R_OW)(L_ER)(BL_EY_D)
rollerblades	(R_OW)(L_ER)(BL_EY_DZ)
rollerblading	(R_OW)(L_ER)(BL_EY)(D_IH_NG)
rollercoaster	(R_OW)(L_ER)(K_OW)(ST_ER)
rollers	(R_OW)(L_ER_Z)
rollet	(R_OW)(L_EH_T)
rolley	(R_AA)(L_IY)
rolli	(R_AA)(L_IY)
rollicking	(R_AA)(L_IH)(K_IH_NG)
rollie	(R_OW)(L_IY)
rollin	(R_AA)(L_IH_N)
rolling	(R_OW)(L_IH_NG)
rollinger	(R_OW)(L_IH_N)(G_ER)
rollings	(R_OW)(L_IH_NGZ)
rollins	(R_AA)(L_IH_NZ)
rollinson	(R_AA)(L_IH_N)(S_AH_N)
rollison	(R_AA)(L_IH)(S_AH_N)
rollman	(R_OW_L)(M_AH_N)
rollo	(R_AA)(L_OW)
rollout	(R_OW)(L_AW_T)
rollover	(R_OW)(L_OW)(V_ER)
rollovers	(R_OW)(L_OW)(V_ER_Z)
rolls	(R_OW_LZ)
rolltop	(R_OW_L)(T_AA_P)
rollwagen	(R_OW_L)(W_AE)(G_AH_N)
rolly	(R_OW)(L_IY)
rollyson	(R_AA)(L_IH)(S_AH_N)
rolm	(R_OW_M)
rolnick	(R_OW_L)(N_IH_K)
rolodex	(R_OW)(L_AH)(D_EH_KS)
roloff	(R_AA)(L_AO_F)
rolon	(R_OW)(L_AH_N)
rolph	(R_OW_LF)
rolston	(R_OW_L)(ST_AH_N)
rolt	(R_OW_LT)
rom	(R_AA_M)
roma	(R_OW)(M_AH)
romack	(R_AA)(M_AH_K)
romagnoli	(R_OW)(M_AA_G)(N_OW)(L_IY)
romagnolo	(R_OW)(M_AA_N)(Y_OW)(L_OW)
romain	(R_OW)(M_EY_N)
romaine	(R_OW)(M_EY_N)
roman	(R_OW)(M_AH_N)
romance	(R_OW)(M_AE_NS)
romances	(R_OW)(M_AE_N)(S_IH_Z)
romancing	(R_OW)(M_AE_N)(S_IH_NG)
romanek	(R_AA)(M_AH)(N_IH_K)
romanelli	(R_OW)(M_AA)(N_EH)(L_IY)
romanello	(R_OW)(M_AA)(N_EH)(L_OW)
romanesque	(R_OW)(M_AH)(N_EH_SK)
romani	(R_OW)(M_AA)(N_IY)
romania	(R_OW)(M_EY)(N_IY)(AH)
romanian	(R_OW)(M_EY)(N_IY)(AH_N)
romanians	(R_OW)(M_EY)(N_IY)(AH_NZ)
romaniello	(R_OW)(M_AA)(N_IY)(EH)(L_OW)
romanik	(R_AH)(M_AE)(N_IH_K)
romann	(R_OW)(M_AH_N)
romano	(R_OW)(M_AA)(N_OW)
romanoff	(R_OW)(M_AH)(N_AO_F)
romanone	(R_OW)(M_AA)(N_OW_N)
romanones	(R_OW)(M_AA)(N_OW_NZ)
romanoski	(R_AH)(M_AH)(N_AW)(SK_IY)
romanov	(R_OW)(M_AH)(N_AO_V)
romanow	(R_AH)(M_AE)(N_OW)
romanowski	(R_AH)(M_AH)(N_AO_F)(SK_IY)
romans	(R_OW)(M_AH_NZ)
romanski	(R_AH)(M_AE_N)(SK_IY)
romantic	(R_OW)(M_AE_N)(T_IH_K)
romantically	(R_OW)(M_AE_N)(T_IH)(K_AH)(L_IY)
romanticism	(R_OW)(M_AE_N)(T_AH)(S_IH)(Z_AH_M)
romanticize	(R_OW)(M_AE_N)(T_AH)(S_AY_Z)
romanticized	(R_OW)(M_AE_N)(T_AH)(S_AY_ZD)
romanticizing	(R_OW)(M_AE_N)(T_AH)(S_AY)(Z_IH_NG)
romantics	(R_OW)(M_AE_N)(T_IH_KS)
romany	(R_AA)(M_AH)(N_IY)
romas	(R_OW)(M_AH_Z)
rombach	(R_AA_M)(B_AA_K)
romberg	(R_AA_M)(B_ER_G)
romberger	(R_AA_M)(B_ER)(G_ER)
rome	(R_OW_M)
romella	(R_OW)(M_EH)(L_AH)
romelle	(R_AH)(M_EH_L)
romeo	(R_OW)(M_IY)(OW)
romer	(R_OW)(M_ER)
romero	(R_OW)(M_EH)(R_OW)
romesburg	(R_OW_MZ)(B_ER_G)
romey	(R_OW)(M_IY)
romick	(R_AA)(M_IH_K)
romig	(R_OW)(M_IH_G)
romilda	(R_AH)(M_IY_L)(D_AH)
romina	(R_AH)(M_IY)(N_AH)
romine	(R_AH)(M_IY)(N_IY)
romines	(R_AA)(M_IH_NZ)
rominger	(R_OW)(M_IH_N)(G_ER)
romito	(R_OW)(M_IY)(T_OW)
romley	(R_AA_M)(L_IY)
romm	(R_AA_M)
rommel	(R_AA)(M_AH_L)
romney	(R_AA_M)(N_IY)
romo	(R_OW)(M_OW)
romola	(R_AA)(M_AH)(L_AH)
romp	(R_AA_MP)
romping	(R_AA_M)(P_IH_NG)
roms	(R_AA_MZ)
romulus	(R_AA)(MY_AH)(L_AH_S)
ron	(R_AA_N)
rona	(R_OW)(N_AH)
ronald	(R_AA)(N_AH_LD)
ronalda	(R_OW)(N_AA_L)(D_AH)
ronan	(R_OW)(N_AH_N)
ronayne	(R_AA)(N_EY_N)
ronca	(R_OW_N)(K_AH)
ronco	(R_OW_N)(K_OW)
ronda	(R_AA_N)(D_AH)
rondeau	(R_AA_N)(D_OW)
rondinelli	(R_OW_N)(D_IY)(N_EH)(L_IY)
rondon	(R_AA_N)(D_AH_N)
rondonia	(R_AA_N)(D_OW)(N_IY)(AH)
rone	(R_OW_N)
ronen	(R_OW)(N_AH_N)
roney	(R_OW)(N_IY)
rong	(R_AO_NG)
rongji	(R_AO_NG)(JH_IY)
roni	(R_OW)(N_IY)
ronin	(R_OW)(N_IH_N)
ronk	(R_AA_NGK)
ronko	(R_AA_NG)(K_OW)
ronna	(R_AA)(N_AH)
ronne	(R_AA_N)
ronnie	(R_AA)(N_IY)
ronning	(R_AA)(N_IH_NG)
ronny	(R_AA)(N_IY)
ronquillo	(R_OW_N)(KW_IH)(L_OW)
ronson	(R_AA_N)(S_AH_N)
ronstadt	(R_AA_N)(ST_AE_T)
rood	(R_UW_D)
roode	(R_UW_D)
roof	(R_UW_F)
roofed	(R_UW_FT)
roofer	(R_UW)(F_ER)
roofers	(R_UW)(F_ER_Z)
roofing	(R_UW)(F_IH_NG)
roofs	(R_UW_FS)
rooftop	(R_UW_F)(T_AA_P)
rooftops	(R_UW_F)(T_AA_PS)
rooftree	(R_UW_F)(TR_IY)
rook	(R_UH_K)
rookard	(R_UH)(K_ER_D)
rooke	(R_UH_K)
rooker	(R_UH)(K_ER)
rookie	(R_UH)(K_IY)
rookies	(R_UH)(K_IY_Z)
rooks	(R_UH_KS)
rookstool	(R_UH_K)(ST_UW_L)
room	(R_UW_M)
roome	(R_UW_M)
roomful	(R_UW_M)(F_UH_L)
roomier	(R_UW)(M_IY)(ER)
roominess	(R_UW)(M_IY)(N_AH_S)
rooming	(R_UW)(M_IH_NG)
roommate	(R_UW)(M_EY_T)
roommates	(R_UW)(M_EY_TS)
rooms	(R_UW_MZ)
roomy	(R_UW)(M_IY)
roone	(R_UW_N)
rooney	(R_UW)(N_IY)
roop	(R_UW_P)
roope	(R_UW_P)
roorda	(R_UH_R)(D_AH)
roos	(R_UW_Z)
roosa	(R_UW)(S_AH)
roose	(R_UW_Z)
roosevelt	(R_OW)(Z_AH)(V_EH_LT)
roosevelts	(R_OW)(Z_AH)(V_EH_LTS)
roost	(R_UW_ST)
roosted	(R_UW)(ST_IH_D)
rooster	(R_UW)(ST_ER)
roosters	(R_UW)(ST_ER_Z)
root	(R_UW_T)
rooted	(R_UW)(T_AH_D)
rooter	(R_UW)(T_ER)
rooters	(R_UW)(T_ER_Z)
rooting	(R_UW)(T_IH_NG)
rootless	(R_UW_T)(L_AH_S)
roots	(R_UW_TS)
rootstein	(R_UW_T)(ST_AY_N)
ropak	(R_OW)(P_AE_K)
rope	(R_OW_P)
roped	(R_OW_PT)
roper	(R_OW)(P_ER)
ropers	(R_OW)(P_ER_Z)
ropes	(R_OW_PS)
roping	(R_OW)(P_IH_NG)
ropp	(R_AA_P)
roppolo	(R_OW)(P_OW)(L_OW)
rops	(R_AA_PS)
roque	(R_OW_K)
roquemore	(R_OW_K)(M_AO_R)
rorabaugh	(R_AO)(R_AH)(B_AO)
rorer	(R_AO)(R_ER)
rorex	(R_AO)(R_EH_KS)
rorick	(R_AO)(R_IH_K)
rorie	(R_AO)(R_IY)
rork	(R_AO_RK)
rorke	(R_AO_RK)
rorrer	(R_AO)(ER_R)
rorschach	(R_AO_R)(SH_AA)
rory	(R_AO)(R_IY)
ros	(R_AO_S)
rosa	(R_OW)(Z_AH)
rosabel	(R_OW)(Z_AH)(B_EH_L)
rosabelle	(R_AA)(S_AH)(B_AH_L)
rosado	(R_AH)(S_AA)(D_OW)
rosalee	(R_OW)(S_AH)(L_IY)
rosales	(R_OW)(S_EY_LZ)
rosalez	(R_OW)(S_AA)(L_EH_Z)
rosalia	(R_OW)(Z_AH)(L_IY)(AH)
rosalie	(R_OW)(Z_AH)(L_IY)
rosalind	(R_AA)(Z_AH)(L_IH_ND)
rosalinda	(R_OW)(S_AA)(L_IY_N)(D_AH)
rosalyn	(R_AA)(Z_AH)(L_IH_N)
rosalynd	(R_AA)(Z_AH)(L_IH_ND)
rosalynn	(R_OW)(Z_AH)(L_IH_N)
rosamilia	(R_OW)(Z_AA)(M_IY)(L_IY)(AH)
rosamond	(R_OW)(Z_AH)(M_AH_ND)
rosamund	(R_OW)(Z_AH)(M_UH_ND)
rosan	(R_OW)(Z_AH_N)
rosander	(R_OW)(Z_AE_N)(D_ER)
rosanna	(R_OW)(Z_AE)(N_AH)
rosanne	(R_OW)(Z_AE_N)
rosano	(R_OW)(Z_AA)(N_OW)
rosaria	(R_OW)(Z_AA)(R_IY)(AH)
rosaries	(R_OW)(Z_ER)(IY_Z)
rosario	(R_OW)(Z_AA)(R_IY)(OW)
rosary	(R_OW)(Z_ER)(IY)
rosas	(R_OW)(Z_AH_Z)
rosasco	(R_OW)(Z_AA)(SK_OW)
rosati	(R_OW)(Z_AA)(T_IY)
rosato	(R_OW)(Z_AA)(T_OW)
rosberg	(R_AA_S)(B_ER_G)
rosborough	(R_AA_S)(B_ER)(OW)
rosch	(R_AO_SH)
roscher	(R_AO)(SH_ER)
roscoe	(R_AA)(SK_OW)
rose	(R_OW_Z)
roseanne	(R_OW)(Z_AE_N)
roseberry	(R_OW_Z)(B_EH)(R_IY)
roseboom	(R_OW_Z)(B_UW_M)
roseboro	(R_OW_Z)(B_ER)(OW)
roseborough	(R_OW_Z)(B_ER)(OW)
rosebrock	(R_OW_Z)(BR_AH_K)
rosebrook	(R_OW_Z)(BR_UH_K)
rosebrough	(R_OW_Z)(BR_AW)
rosebud	(R_OW_Z)(B_AH_D)
rosebush	(R_OW_Z)(B_UH_SH)
rosecrans	(R_OW_Z)(KR_AE_NZ)
rosekrans	(R_OW_Z)(KR_AH_NZ)
rosel	(R_OW)(Z_AH_L)
roseland	(R_OW_Z)(L_AH_ND)
roselawn	(R_OW_Z)(L_AO_N)
roseline	(R_OW_Z)(L_AY_N)
rosell	(R_OW)(Z_AH_L)
rosella	(R_OW)(Z_EH)(L_AH)
rosellen	(R_OW)(Z_AH)(L_AH_N)
roselli	(R_OW)(S_EH)(L_IY)
rosello	(R_OW)(S_EH)(L_OW)
roseman	(R_OW_Z)(M_AH_N)
rosemarie	(R_OW_Z)(M_ER)(IY)
rosemary	(R_OW_Z)(M_EH)(R_IY)
rosemead	(R_OW_Z)(M_IY_D)
rosemeyer	(R_OW_Z)(M_AY)(ER)
rosemond	(R_OW_Z)(M_AH_ND)
rosemont	(R_OW_Z)(M_AA_NT)
rosen	(R_OW)(Z_AH_N)
rosenau	(R_OW_Z)(N_AW)
rosenbach	(R_OW)(Z_AH_N)(B_AA_K)
rosenbalm	(R_OW)(Z_AH_N)(B_AA_M)
rosenbaum	(R_OW)(Z_AH_N)(B_AW_M)
rosenbeck	(R_OW)(Z_AH_N)(B_EH_K)
rosenberg	(R_OW)(Z_AH_N)(B_ER_G)
rosenberger	(R_OW)(Z_AH_N)(B_ER)(G_ER)
rosenbergs	(R_OW)(Z_AH_N)(B_ER_GZ)
rosenberry	(R_OW)(Z_AH_N)(B_EH)(R_IY)
rosenblatt	(R_OW)(Z_AH_N)(BL_AE_T)
rosenbloom	(R_OW)(Z_AH_N)(BL_UW_M)
rosenblum	(R_OW)(Z_AH_N)(BL_UW_M)
rosenbluth	(R_OW)(Z_AH_N)(BL_UW_TH)
rosenboom	(R_OW)(Z_AH_N)(B_UW_M)
rosenburg	(R_OW)(Z_AH_N)(B_ER_G)
rosencrans	(R_OW)(Z_AH_N)(KR_AE_NZ)
rosendahl	(R_OW)(Z_AH_N)(D_AA_L)
rosendale	(R_OW)(Z_AH_N)(D_EY_L)
rosene	(R_AA)(S_IY_N)
rosener	(R_OW)(Z_AH)(N_ER)
rosenfeld	(R_OW)(Z_AH_N)(F_EH_LD)
rosenfield	(R_OW)(Z_AH_N)(F_IY_LD)
rosengarten	(R_OW)(Z_AH_N)(G_AA_R)(T_AH_N)
rosengrant	(R_OW)(Z_AH_N)(GR_AE_NT)
rosengren	(R_OW)(Z_AH_N)(GR_EH_N)
rosenhaus	(R_OW)(Z_AH_N)(HH_AW_S)
rosenkrans	(R_OW)(Z_AH_N)(KR_AE_NZ)
rosenkrantz	(R_OW)(Z_AH_N)(KR_AE_NTS)
rosenkranz	(R_OW)(Z_AH_N)(KR_AE_NTS)
rosenlund	(R_OW)(Z_AH_N)(L_AH_ND)
rosenman	(R_OW)(Z_AH_N)(M_AH_N)
rosenow	(R_OW)(Z_AH)(N_AW)
rosenquist	(R_OW)(Z_AH_N)(KW_IH_ST)
rosenshine	(R_OW)(Z_AH_N)(SH_AY_N)
rosensteel	(R_OW)(Z_AH_N)(ST_IY_L)
rosenstein	(R_OW)(Z_AH_N)(ST_AY_N)
rosenstock	(R_OW)(Z_AH_N)(ST_AA_K)
rosensweig	(R_OW)(Z_AH_N)(SW_AY_G)
rosenthal	(R_OW)(Z_AH_N)(TH_AO_L)
rosentreter	(R_OW)(Z_AH_N)(TR_EH)(T_ER)
rosenwald	(R_OW)(Z_AH_N)(W_AO_LD)
rosenwasser	(R_OW)(Z_AH_N)(W_AO)(S_ER)
rosenzweig	(R_OW)(Z_AH_NZ)(W_AY_G)
roser	(R_OW)(Z_ER)
roses	(R_OW)(Z_IH_Z)
rosete	(R_AA)(S_IY_T)
rosett	(R_OW)(Z_AH_T)
rosetta	(R_OW)(Z_EH)(T_AH)
rosette	(R_AH)(S_EH_T)
rosettes	(R_OW)(Z_EH_TS)
rosetti	(R_OW)(S_EH)(T_IY)
rosevear	(R_OW_Z)(V_IH_R)
roseville	(R_OW_Z)(V_IH_L)
rosewicz	(R_OW_Z)(W_IH_TS)
rosewood	(R_OW_Z)(W_UH_D)
rosey	(R_OW)(Z_IY)
rosh	(R_AO_SH)
roshier	(R_OW_SH)(Y_ER)
rosiak	(R_AA)(S_IY)(AE_K)
rosie	(R_OW)(Z_IY)
rosier	(R_OW)(Z_IY)(ER)
rosin	(R_AA)(Z_AH_N)
rosina	(R_OW)(Z_IY)(N_AH)
rosine	(R_OW)(S_IY)(N_IY)
rosing	(R_OW)(Z_IH_NG)
rosinski	(R_AH)(S_IH_N)(SK_IY)
rosinsky	(R_AH)(S_IH_N)(SK_IY)
rosita	(R_OW)(Z_IY)(T_AH)
roskam	(R_AA)(SK_AH_M)
roske	(R_OW_SK)
rosko	(R_OW)(SK_OW)
roskos	(R_OW)(SK_OW_Z)
roslin	(R_AA)(SL_IH_N)
roslund	(R_AO_Z)(L_AH_ND)
roslyn	(R_AA_Z)(L_IH_N)
rosman	(R_AA)(SM_AH_N)
rosmunda	(R_OW)(SM_UW_N)(D_AH)
rosneft	(R_AA_Z)(N_IH_FT)
rosner	(R_AA)(SN_ER)
rosoff	(R_AA)(S_AO_F)
rosol	(R_OW)(S_AO_L)
rospatch	(R_AO)(SP_AE_CH)
ross	(R_AA_S)
rossa	(R_OW)(S_AH)
rossano	(R_OW)(S_AA)(N_OW)
rossbach	(R_AA_S)(B_AA_K)
rossborough	(R_AO_S)(B_ER)(OW)
rosse	(R_AA_S)
rosselin	(R_AA)(S_IH)(L_IH_N)
rossell	(R_AA)(S_AH_L)
rosselli	(R_OW)(S_EH)(L_IY)
rosselot	(R_AA)(S_IH)(L_AH_T)
rossen	(R_AO)(S_AH_N)
rosser	(R_AO)(S_ER)
rossetti	(R_OW)(S_EH)(T_IY)
rossetto	(R_OW)(S_EH)(T_OW)
rossi	(R_AO)(S_IY)
rossie	(R_AO)(S_IY)
rossignol	(R_AA)(S_IH_G)(N_AO_L)
rossin	(R_AA)(S_IH_N)
rossing	(R_AO)(S_IH_NG)
rossini	(R_OW)(S_IY)(N_IY)
rossiter	(R_AO)(S_IH)(T_ER)
rossiya	(R_AO)(S_IY)(AH)
rossler	(R_AA)(S_AH)(L_ER)
rosslyn	(R_AA)(SL_IH_N)
rossman	(R_AO)(SM_AH_N)
rossmann	(R_AO)(SM_AH_N)
rossmiller	(R_AA)(SM_IH)(L_ER)
rossmore	(R_AA)(SM_AO_R)
rossner	(R_AA)(SN_ER)
rosso	(R_OW)(S_OW)
rosson	(R_AA)(S_AH_N)
rossow	(R_AA)(S_OW)
rost	(R_AA_ST)
rostad	(R_AA)(ST_AH_D)
rosten	(R_AA)(S_AH_N)
rostenkowski	(R_AO)(ST_EH_NG)(K_AW)(SK_IY)
roster	(R_AA)(ST_ER)
rosters	(R_AA)(ST_ER_Z)
roston	(R_AA)(ST_AH_N)
rostov	(R_AA)(ST_AA_V)
rostron	(R_AA)(STR_AH_N)
rostropovich	(R_AO)(STR_AH)(P_OW)(V_IH_CH)
rostrum	(R_AA)(STR_AH_M)
rostuca	(R_AO)(ST_UW)(K_AH)
rosty	(R_AO)(ST_IY)
roswald	(R_AA)(SW_AH_LD)
roswell	(R_AA)(SW_EH_L)
rosy	(R_OW)(Z_IY)
roszak	(R_AA)(SH_AH_K)
roszell	(R_AA)(SH_AH_L)
roszkowski	(R_AH_SH)(K_AO_F)(SK_IY)
rot	(R_AA_T)
rota	(R_OW)(T_AH)
rotan	(R_OW)(T_AH_N)
rotary	(R_OW)(T_ER)(IY)
rotate	(R_OW)(T_EY_T)
rotated	(R_OW)(T_EY)(T_IH_D)
rotates	(R_OW)(T_EY_TS)
rotating	(R_OW)(T_EY)(T_IH_NG)
rotation	(R_OW)(T_EY)(SH_AH_N)
rotational	(R_OW)(T_EY)(SH_AH)(N_AH_L)
rotations	(R_OW)(T_EY)(SH_AH_NZ)
rotberg	(R_AA_T)(B_ER_G)
rotblat	(R_AA_T)(BL_AE_T)
rote	(R_OW_T)
rotella	(R_OW)(T_EH)(L_AH)
roten	(R_OW)(T_AH_N)
rotenberg	(R_OW)(T_AH_N)(B_ER_G)
rotenberry	(R_OW)(T_AH_N)(B_EH)(R_IY)
rotert	(R_AA)(T_ER_T)
roth	(R_AO_TH)
rothacker	(R_AO)(TH_AH)(K_ER)
rothbard	(R_AO_TH)(B_ER_D)
rothbart	(R_AO_TH)(B_AA_RT)
rothbauer	(R_AO_TH)(B_AW)(ER)
rothberg	(R_AO_TH)(B_ER_G)
rothchild	(R_AO_TH)(CH_AY_LD)
rothe	(R_OW_DH)
rothenberg	(R_AO)(TH_AH_N)(B_ER_G)
rothenberger	(R_AO)(TH_AH_N)(B_ER)(G_ER)
rother	(R_AO)(TH_ER)
rothermel	(R_AA)(TH_ER)(M_AH_L)
rothert	(R_AA)(TH_ER_T)
rothery	(R_AA)(TH_ER)(IY)
rothfuss	(R_AO_TH)(F_AH_S)
rothgeb	(R_AO_TH)(G_IH_B)
rothkopf	(R_AO_TH)(K_AO_PF)
rothlisberger	(R_AO_TH)(L_IH_S)(B_ER)(G_ER)
rothman	(R_AO_TH)(M_AH_N)
rothmans	(R_AO_TH)(M_AH_NZ)
rothmeier	(R_AO_TH)(M_AY_R)
rothrock	(R_AO)(THR_AH_K)
roths	(R_AO_THS)
rothschild	(R_AO_THS)(CH_AY_LD)
rothschilds	(R_AO_TH)(CH_AY_LDZ)
rothstein	(R_AO_TH)(ST_AY_N)
rothwax	(R_AO)(THW_AE_KS)
rothweiler	(R_AO)(THW_AY)(L_ER)
rothwell	(R_AO)(THW_EH_L)
rothwells	(R_AO)(THW_EH_LZ)
roti	(R_OW)(T_IY)
rotisserie	(R_OW)(T_IH)(S_ER)(IY)
rotman	(R_AA_T)(M_AH_N)
roto	(R_OW)(T_OW)
rotolo	(R_OW)(T_OW)(L_OW)
rotondi	(R_OW)(T_OW_N)(D_IY)
rotondo	(R_OW)(T_OW_N)(D_OW)
rotor	(R_OW)(T_ER)
rotors	(R_OW)(T_ER_Z)
rototill	(R_OW)(T_AH)(T_IH_L)
rototilled	(R_OW)(T_AH)(T_IH_LD)
rototiller	(R_OW)(T_AH)(T_IH)(L_ER)
rototilles	(R_OW)(T_AH)(T_IH_LZ)
rototilling	(R_OW)(T_AH)(T_IH)(L_IH_NG)
rotramel	(R_AA)(TR_AH)(M_AH_L)
rotruck	(R_AA)(TR_AH_K)
rots	(R_AA_TS)
rott	(R_AA_T)
rotted	(R_AA)(T_IH_D)
rotten	(R_AA)(T_AH_N)
rottenberg	(R_AA)(T_AH_N)(B_ER_G)
rotter	(R_AA)(T_ER)
rotterdam	(R_AA)(T_ER)(D_AE_M)
rotting	(R_AA)(T_IH_NG)
rottinghaus	(R_AA)(T_IH_NG)(HH_AW_S)
rottler	(R_AA_T)(L_ER)
rottman	(R_AA_T)(M_AH_N)
rottmann	(R_AA_T)(M_AH_N)
rotund	(R_OW)(T_AH_ND)
rotunda	(R_OW)(T_AH_N)(D_AH)
rotundo	(R_OW)(T_UW_N)(D_OW)
rotunno	(R_OW)(T_UW)(N_OW)
rotz	(R_AA_TS)
roubal	(R_UW)(B_AE_L)
rouble	(R_UW)(B_AH_L)
rouch	(R_AW_CH)
roudabush	(R_AW)(D_AH)(B_UH_SH)
roudebush	(R_AW)(D_IH)(B_UH_SH)
rouge	(R_UW_ZH)
rougeau	(R_UW)(ZH_OW)
rough	(R_AH_F)
roughed	(R_AH_FT)
rougher	(R_AH)(F_ER)
roughest	(R_AH)(F_AH_ST)
roughing	(R_AH)(F_IH_NG)
roughly	(R_AH)(FL_IY)
roughneck	(R_AH_F)(N_EH_K)
roughnecks	(R_AH_F)(N_EH_KS)
roughness	(R_AH_F)(N_AH_S)
roughshod	(R_AH_F)(SH_AA_D)
rought	(R_AO_T)
roughton	(R_AH_F)(T_AH_N)
rouillard	(W_IY)(L_AA_RD)
roukema	(R_UW_K)(M_AA)
roukos	(R_UW)(K_OW_S)
roulac	(R_UW)(L_AE_K)
rouleau	(R_UW)(L_OW)
roulette	(R_UW)(L_EH_T)
roulettes	(R_UW)(L_EH_TS)
roulhac	(R_UW_L)(HH_AH_K)
roulston	(R_AW_L)(ST_AH_N)
round	(R_AW_ND)
roundabout	(R_AW_N)(D_AH)(B_AW_T)
rounded	(R_AW_N)(D_AH_D)
rounder	(R_AW_N)(D_ER)
roundhead	(R_AW_ND)(HH_EH_D)
roundhouse	(R_AW_ND)(HH_AW_S)
rounding	(R_AW_N)(D_IH_NG)
roundly	(R_AW_ND)(L_IY)
rounds	(R_AW_NDZ)
roundtable	(R_AW_ND)(T_EY)(B_AH_L)
roundtree	(R_AW_ND)(TR_IY)
roundtrip	(R_AW_ND)(TR_IH_P)
roundup	(R_AW_N)(D_AH_P)
roundworm	(R_AW_N)(DW_ER_M)
roundworms	(R_AW_N)(DW_ER_MZ)
roundy	(R_AW_N)(D_IY)
rounsaville	(R_UW_N)(S_AH)(V_IH_L)
rountree	(R_AW_N)(TR_IY)
roupe	(R_UW_P)
rourk	(R_AO_RK)
rourke	(R_AO_RK)
rouse	(R_AW_S)
roused	(R_AW_ZD)
rouser	(R_AW)(Z_ER)
rousey	(R_AW)(S_IY)
roush	(R_AW_SH)
rousing	(R_AW)(Z_IH_NG)
rousse	(R_AW_S)
rousseau	(R_UW)(S_OW)
roussel	(R_UW)(S_EH_L)
rousselet	(R_UW)(S_AH)(L_EH_T)
roussell	(R_UW)(S_EH_L)
rousselle	(R_UW)(S_EH_L)
roussin	(R_UW)(S_AE_N)
roussos	(R_UW)(S_OW_Z)
rout	(R_AW_T)
route	(R_UW_T)
routed	(R_UW)(T_AH_D)
routers	(R_UW)(T_ER_Z)
routes	(R_UW_TS)
routh	(R_AW_TH)
routhier	(R_AW)(TH_IY)(ER)
routine	(R_UW)(T_IY_N)
routinely	(R_UW)(T_IY_N)(L_IY)
routines	(R_UW)(T_IY_NZ)
routing	(R_AW)(T_IH_NG)
routledge	(R_AW_T)(L_IH_JH)
routon	(R_AW)(T_AH_N)
routson	(R_AW_T)(S_AH_N)
routt	(R_AW_T)
routzahn	(R_AW_T)(Z_AH_N)
roux	(R_UW)
rouyn	(R_UW)(IH_N)
rouzer	(R_AW)(Z_ER)
rovaniemi	(R_OW)(V_AE)(N_IY)(EH)(M_IY)
rove	(R_OW_V)
roven	(R_OW)(V_AH_N)
rover	(R_OW)(V_ER)
rovers	(R_OW)(V_ER_Z)
roving	(R_OW)(V_IH_NG)
rovira	(R_OW)(V_IH)(R_AH)
rovito	(R_OW)(V_IY)(T_OW)
