a	(-AH0_)
wishfully	(W-IH1_SH)(F-AH0_)(L-IY0_Y)
wishing	(W-IH1_)(SH-IH0_NX)
wishner	(W-IH1_SH)(N-ER0_)
wishnick	(W-IH1_SH)(N-IH0_K)
wishon	(W-IH1_)(SH-AH0_N)
wishy	(W-IH1_)(SH-IY0_Y)
wisinski	(V-IH0_)(S-IH1_N)(S K-IY0_Y)
wisler	(W-IH1_)(S-AH0_)(L-ER0_)
wisley	(W-IH1_Z)(L-IY0_Y)
wisman	(W-IH1_Z)(M-AH0_N)
wismer	(W-IH1_)(Z-AH0_)(M-ER0_)
wisner	(W-IH1_)(S N-ER0_)
wisneski	(V-IH0_)(S N-EH1_)(S K-IY0_Y)
wisnewski	(V-IH0_)(S N-EH1_F)(S K-IY0_Y)
wisnieski	(V-IH0_)(S N-IY1_Y)(S K-IY0_Y)
wisniewski	(W-IH0_Z)(N-IY0_Y)(-EH1_F)(S K-IY0_Y)
wisor	(W-AA1_Y)(Z-ER0_)
wisp	(W-IH1_S P)
wispy	(W-IH1_)(S P-IY0_Y)
wiss	(W-IH1_S)
wissa	(W-IH1_)(S-AH0_)
wissel	(W-IH1_)(S-AH0_L)
wisser	(W-IH1_)(S-ER0_)
wissing	(W-IH1_)(S-IH0_NX)
wissinger	(W-IH1_)(S-IH0_N)(G-ER0_)
wissink	(W-IH1_)(S-IH0_NX K)
wissler	(W-IH1_)(S L-ER0_)
wissman	(W-IH1_)(S M-AH0_N)
wissmann	(W-IH1_)(S M-AH0_N)
wissner	(W-IH1_)(S N-ER0_)
wist	(W-IH1_S T)
wistful	(W-IH1_S T)(F-AH0_L)
wistfully	(W-IH1_S T)(F-AH0_)(L-IY0_Y)
wistfulness	(W-IH1_S T)(F-AH0_L)(N-AH0_S)
wiswell	(W-IH1_)(S W-EH0_L)
wisz	(V-IH1_SH)
wit	(W-IH1_T)
witbeck	(W-IH1_T)(B-EH2_K)
witbrock	(W-IH1_T)(B R-AO2_K)
witch	(W-IH1_CH)
witchcraft	(W-IH1_CH)(K R-AE2_F T)
witcher	(W-IH1_)(CH-ER0_)
witches	(W-IH1_)(CH-AH0_Z)
witchey	(W-IH1_)(CH-IY0_Y)
witchhunt	(W-IH1_CH)(HH-AH2_N T)
witching	(W-IH1_)(CH-IH0_NX)
witchy	(W-IH1_)(CH-IY0_Y)
witco	(W-IH1_T)(K-OW0_W)
witczak	(V-IH1_T)(CH-AE0_K)
witek	(V-IH1_)(T-EH0_K)
with	(W-IH1_DH)
witham	(W-IH1_)(TH-AH0_M)
withdraw	(W-IH0_DH)(D R-AO1_)
withdrawal	(W-IH0_DH)(D R-AO1_)(-AH0_L)
withdrawals	(W-IH0_TH)(D R-AO1_)(-AH0_L Z)
withdrawing	(W-IH0_TH)(D R-AO1_)(-IH0_NX)
withdrawn	(W-IH0_TH)(D R-AO1_N)
withdraws	(W-IH0_DH)(D R-AO1_Z)
withdrew	(W-IH0_TH)(D R-UW1_W)
withee	(W-IH1_)(TH-IY1_Y)
withem	(W-IH1_)(TH-IH0_M)
wither	(W-IH1_)(DH-ER0_)
withered	(W-IH1_)(DH-ER0_D)
witherell	(W-IH1_)(TH-ER0_)(-AH0_L)
withering	(W-IH1_)(DH-ER0_)(-IH0_NX)
witherington	(W-IH1_)(TH-ER0_)(-IH0_NX)(T-AH0_N)
witherow	(W-IH1_)(TH-ER0_)(-OW0_W)
withers	(W-IH1_)(DH-ER0_Z)
witherspoon	(W-IH1_)(DH-ER0_)(S P-UW2_W N)
withey	(W-IH1_)(TH-IY0_Y)
withheld	(W-IH0_TH)(HH-EH1_L D)
withhold	(W-IH0_TH)(HH-OW1_W L D)
withholding	(W-IH0_TH)(HH-OW1_W L)(D-IH0_NX)
withholds	(W-IH1_TH)(HH-OW2_W L D Z)
within	(W-IH0_)(DH-IH1_N)
withington	(W-IH1_)(TH-IH0_NX)(T-AH0_N)
withnail	(W-IH0_TH)(N-EY1_Y L)
without	(W-IH0_)(TH-AA1_W T)
withrow	(W-IH1_)(TH R-OW2_W)
withstand	(W-IH0_TH)(S T-AE1_N D)
withstanding	(W-IH0_TH)(S T-AE1_N)(D-IH0_NX)
withstands	(W-IH0_TH)(S T-AE1_N D Z)
withstood	(W-IH0_TH)(S T-UH1_D)
witkin	(W-IH1_T)(K-IH2_N)
witkop	(W-IH1_T)(K-AH0_P)
witkowski	(V-IH0_T)(K-AO1_F)(S K-IY0_Y)
witless	(W-IH1_T)(L-AH0_S)
witman	(W-IH1_T)(M-AH0_N)
witmer	(W-IH1_T)(M-ER0_)
witness	(W-IH1_T)(N-AH0_S)
witnessed	(W-IH1_T)(N-AH0_S T)
witnesses	(W-IH1_T)(N-AH0_)(S-AH0_Z)
witnessing	(W-IH1_T)(N-AH0_)(S-IH0_NX)
witowski	(V-IH0_)(T-AO1_F)(S K-IY0_Y)
wits	(W-IH1_T S)
witt	(W-IH1_T)
witte	(W-IH1_T)
witted	(W-IH1_)(T-IH0_D)
wittekind	(W-IH1_)(T-IH0_)(K-IH0_N D)
witteman	(W-IH1_T)(M-AH0_N)
witten	(W-IH1_)(T-AH0_N)
wittenauer	(W-IH1_)(T-IH0_)(N-AA0_W)(-ER0_)
wittenberg	(W-IH1_)(T-AH0_N)(B-ER0_G)
wittenborn	(W-IH1_)(T-IH0_N)(B-ER0_N)
wittenburg	(W-IH1_)(T-AH0_N)(B-ER0_G)
wittenmyer	(W-IH1_)(T-IH0_N)(M-IY0_Y)(-ER0_)
witter	(W-IH1_)(T-ER0_)
witters	(W-IH1_)(T-ER0_Z)
witthuhn	(W-IH1_)(TH-AH0_N)
wittig	(W-IH1_)(T-IH0_G)
wittily	(W-IH1_)(T-AH0_)(L-IY0_Y)
witting	(W-IH1_)(T-IH0_NX)
wittingly	(W-IH1_)(T-IH0_N)(G L-IY0_Y)
wittke	(W-IH1_T)(K-IY0_Y)
wittkopp	(W-IH1_T)(K-AH0_P)
wittler	(W-IH1_T)(L-ER0_)
wittman	(W-IH1_T)(M-AH0_N)
wittmann	(W-IH1_T)(M-AH0_N)
wittmer	(W-IH1_T)(M-ER0_)
wittmeyer	(W-IH1_T)(M-AA0_Y)(-ER0_)
wittner	(W-IH1_T)(N-ER0_)
witton	(W-IH1_)(T-AH0_N)
wittrock	(W-IH1_)(T R-AH0_K)
witts	(W-IH1_T S)
wittwer	(W-IH1_)(T W-ER0_)
witty	(W-IH1_)(T-IY0_Y)
witucki	(W-IH0_)(T-AH1_)(K-IY0_Y)
witwatersrand	(W-IH1_)(T W-AO2_)(T-ER0_S)(R-AE0_N D)
witwer	(W-IH1_)(T W-ER0_)
witz	(W-IH1_T S)
witzel	(W-IH1_T)(Z-AH0_L)
witzig	(W-IH1_T)(Z-IH0_G)
witzke	(W-IH1_T)(S K-IY0_Y)
wives	(W-AA1_Y V Z)
wix	(W-IH1_K S)
wixom	(W-IH1_K)(S-AH0_M)
wixon	(W-IH1_K)(S-AH0_N)
wixson	(W-IH1_K)(S-AH0_N)
wixted	(W-IH1_K)(S T-IH0_D)
wiz	(W-IH1_Z)
wizard	(W-IH1_)(Z-ER0_D)
wizardry	(W-IH1_)(Z-ER0_)(D R-IY0_Y)
wizards	(W-IH1_)(Z-ER0_D Z)
wizen	(W-AA1_Y)(Z-AH0_N)
wizened	(W-AA1_Y)(Z-AH0_N D)
wlodarczyk	(W-AH0_)(L-AA1_)(D-ER0_)(CH-IH0_K)
wlodarski	(W-AH0_)(L-AH0_)(D-AA1_R)(S K-IY0_Y)
wm	(W-IH1_L)(Y-AH0_M)
wnek	(N-EH1_K)
wnuk	(N-AH1_K)
wo	(W-OW1_W)
wobbe	(W-AA1_B)
wobble	(W-AA1_)(B-AH0_L)
wobbled	(W-AA1_)(B-AH0_L D)
wobbling	(W-AA1_)(B-AH0_)(L-IH0_NX)
wobbly	(W-AA1_)(B-AH0_)(L-IY0_Y)
wobegon	(W-OW1_W)(B-AH0_)(G-AA0_N)
wobig	(W-OW1_W)(B-IH0_G)
wobst	(W-AA1_B S T)
woburn	(W-UW1_W)(B-ER0_N)
woe	(W-OW1_W)
woebegone	(W-OW1_W)(B-IH0_)(G-AO2_N)
woeful	(W-OW1_W)(F-AH0_L)
woefully	(W-OW1_W)(F-AH0_)(L-IY0_Y)
woehl	(W-OW1_W L)
woehler	(W-OW1_W)(L-ER0_)
woehr	(W-AO1_R)
woehrle	(W-AO1_)(R-AH0_L)
woelfel	(W-OW1_W L)(F-AH0_L)
woelfle	(W-OW1_W L)(F-AH0_L)
woerner	(W-AO1_R)(N-ER0_)
woes	(W-OW1_W Z)
woessner	(W-OW1_W)(S N-ER0_)
woeste	(W-OW1_W S T)
wofford	(W-AA1_)(F-ER0_D)
wogan	(W-OW1_W)(G-AH0_N)
wogoman	(W-OW1_W)(G-OW0_W)(M-AH0_N)
wohl	(W-OW1_W L)
wohler	(W-OW1_W)(L-ER0_)
wohlers	(W-OW1_W)(L-ER0_Z)
wohlfarth	(W-OW1_W L)(F-AA2_R TH)
wohlfeil	(W-OW1_W L)(F-AA2_Y L)
wohlford	(W-OW1_W L)(F-ER0_D)
wohlgemuth	(W-OW1_W L)(G-AH0_)(M-UW0_W TH)
wohlstetter	(W-OW1_W L)(S T-EH2_)(T-ER0_)
wohlwend	(W-OW1_W L)(W-EH0_N D)
woitschatzke	(W-OW2_Y)(CH-AE1_T)(S K-IY2_Y)
wojahn	(W-OW1_W)(HH-AA0_N)
wojciak	(W-OW1_Y)(CH-IY0_Y)(-AE0_K)
wojcicki	(W-OW2_Y)(CH-IH1_T)(S K-IY0_Y)
wojciech	(W-OW1_Y)(CH-EH0_K)
wojciechowski	(W-OW0_Y)(CH-IH0_)(HH-AO1_F)(S K-IY0_Y)
wojcik	(W-OW1_Y)(CH-IH0_K)
wojdyla	(W-OW2_Y)(D-IH1_)(L-AH0_)
wojick	(W-OW1_Y)(CH-IH0_K)
wojnar	(W-OW1_Y)(N-ER0_)
wojnarowski	(W-OW2_Y)(N-ER0_)(-AA1_W)(S K-IY0_Y)
wojnilower	(W-OW1_Y)(N-AH0_)(L-OW2_W)(-ER0_)
wojnowski	(W-OW2_Y)(N-AA1_W)(S K-IY0_Y)
wojtas	(W-OW1_Y)(T-AH0_S)
wojtaszek	(W-OW2_Y)(T-AA1_)(SH-EH0_K)
wojtkiewicz	(W-OW1_Y T)(K-AH0_)(V-IH0_CH)
wojtkowski	(W-OW2_Y T)(K-AA1_W)(S K-IY0_Y)
wojtowicz	(W-OW1_Y)(T-AH0_)(V-IH0_CH)
wok	(W-AA1_K)
woke	(W-OW1_W K)
woken	(W-OW1_W)(K-AH0_N)
wola	(W-OW1_W)(L-AH0_)
wolak	(W-OW1_W)(L-AH0_K)
wolanin	(W-AA1_)(L-AH0_)(N-IH0_N)
wolanski	(V-AH0_)(L-AE1_N)(S K-IY0_Y)
wolaver	(W-AA1_)(L-AH0_)(V-ER0_)
wolber	(W-OW1_W L)(B-ER0_)
wolbert	(W-OW1_W L)(B-ER0_T)
wolcott	(W-OW1_W L)(K-AH0_T)
wold	(W-OW1_W L D)
wolden	(W-OW1_W L)(D-AH0_N)
woldt	(W-OW1_W L T)
wolenzac	(W-OW1_W)(L-AH0_N)(Z-AE2_K)
wolf	(W-UH1_L F)
wolfarth	(W-UH1_L)(F-AA0_R TH)
wolfe	(W-UH1_L F)
wolfenbarger	(W-UH1_L)(F-IH0_N)(B-AA0_R)(G-ER0_)
wolfenden	(W-UH1_L)(F-EH2_N)(D-AH0_N)
wolfenschmidt	(W-UH1_L)(F-AH0_NSH)(M-IH2_T)
wolfensohn	(W-UH1_L)(F-AH0_N)(S-AH0_N)
wolfer	(W-UH1_L)(F-ER0_)
wolfert	(W-UH1_L)(F-ER0_T)
wolff	(W-UH1_L F)
wolfgang	(W-UH1_LF)(G-AE2_NX)
wolfgram	(W-UH1_LF)(G R-AE2_M)
wolfinbarger	(W-UH1_L)(F-IH0_N)(B-AA2_R)(G-ER0_)
wolfinger	(W-UH1_L)(F-IH0_N)(G-ER0_)
wolfley	(W-UH1_L)(F L-IY0_Y)
wolfman	(W-UH1_LF)(M-AH0_N)
wolford	(W-OW1_W L)(F-ER0_D)
wolfram	(W-UH1_L)(F R-AE2_M)
wolfrey	(W-UH1_L)(F R-IY0_Y)
wolfrom	(W-UH1_L)(F R-AH0_M)
wolfrum	(W-UH1_L)(F R-AH0_M)
wolfsburg	(W-UH1_LFS)(B-ER0_G)
wolfson	(W-UH1_LF)(S-AH0_N)
wolgamott	(W-OW1_W L)(G-AH0_)(M-AA0_T)
wolgast	(W-OW1_W L)(G-AH0_S T)
wolgemuth	(W-OW1_W L)(G-IH0_)(M-UW0_W TH)
wolin	(W-OW1_W)(L-IH0_N)
wolinski	(V-AH0_)(L-IH1_N)(S K-IY0_Y)
wolinsky	(V-AH0_)(L-IH1_N)(S K-IY0_Y)
wolitarsky	(W-OW2_W)(L-IH0_)(T-AA1_R)(S K-IY0_Y)
wolk	(W-OW1_W K)
wolke	(W-OW1_W L K)
wolken	(W-OW1_W)(K-AH0_N)
wolkoff	(W-OW1_W L)(K-AO0_F)
woll	(W-AA1_L)
wollack	(W-AA1_)(L-AH0_K)
wollaeger	(W-AH0_)(L-EY1_Y)(G-ER0_)
wollam	(W-AA1_)(L-AH0_M)
wollard	(W-AA1_)(L-ER0_D)
wolle	(W-AA1_L)
wollen	(W-AA1_)(L-AH0_N)
wollenberg	(W-AA1_)(L-AH0_N)(B-ER0_G)
wollenweber	(W-AA1_)(L-IH0_N)(W-IH0_)(B-ER0_)
woller	(W-AA1_)(L-ER0_)
wollin	(W-AA1_)(L-IH0_N)
wollman	(W-AA1_L)(M-AH0_N)
wollner	(W-AA1_L)(N-ER0_)
wollschlager	(W-AA1_LSH)(L-EY0_Y)(G-ER0_)
wolman	(W-AA1_L)(M-AH0_N)
wolohan	(W-AA1_)(L-AH0_)(HH-AE0_N)
woloszyn	(V-AH0_)(L-AA1_)(SH-IH0_N)
wolpe	(W-OW1_W L)(P-IY0_Y)
wolper	(W-OW1_W L)(P-ER0_)
wolpert	(W-OW1_W L)(P-ER0_T)
wolrath	(W-OW1_W L)(R-AE2_TH)
wolsey	(W-OW1_W L)(S-IY0_Y)
wolsfeld	(W-OW1_W LZ)(F-EH2_L D)
wolske	(W-OW1_W L S K)
wolski	(V-OW1_W L)(S K-IY0_Y)
wolsky	(V-OW1_W L)(S K-IY0_Y)
wolstenholme	(W-OW1_W L)(S T-IH0_N)(HH-OW0_W L M)
wolter	(W-OW1_W L)(T-ER0_)
wolters	(W-OW1_W L)(T-ER0_Z)
woltman	(W-OW1_W LT)(M-AH0_N)
woltz	(W-OW1_W L T S)
wolven	(W-UH1_L)(V-AH0_N)
wolverine	(W-UH2_L)(V-ER0_)(-IY1_Y N)
wolverton	(W-UH0_L)(V-ER1_)(T-AH0_N)
wolves	(W-UH1_L V Z)
wolz	(W-OW1_W L Z)
womac	(W-OW1_W)(M-AH0_K)
womack	(W-OW1_W)(M-AE0_K)
woman	(W-UH1_)(M-AH0_N)
womanhood	(W-UH1_)(M-AH0_N)(HH-UH2_D)
womanize	(W-UH1_)(M-AH0_)(N-AA2_Y Z)
womanizer	(W-UH1_)(M-AH0_)(N-AA2_Y)(Z-ER0_)
womanizing	(W-UH1_)(M-AH0_)(N-AA2_Y)(Z-IH0_NX)
womb	(W-UW1_W M)
wombacher	(W-AA1_M)(B-AA2_)(K-ER0_)
wombat	(W-AA1_M)(B-AE2_T)
wombats	(W-AA1_M)(B-AE2_T S)
womble	(W-AA1_M)(B-AH0_L)
wombles	(W-AA1_M)(B-AH0_L Z)
women	(W-IH1_)(M-AH0_N)
womer	(W-OW1_W)(M-ER0_)
wometco	(W-OW0_W)(M-EH1_T)(K-OW0_W)
wommack	(W-AA1_)(M-AH0_K)
won	(W-AH1_N)
wonda	(W-AA1_N)(D-AH0_)
wonder	(W-AH1_N)(D-ER0_)
wondered	(W-AH1_N)(D-ER0_D)
wonderful	(W-AH1_N)(D-ER0_)(F-AH0_L)
wonderfully	(W-AH1_N)(D-ER0_)(F-AH0_)(L-IY0_Y)
wonderfulness	(W-AH1_N)(D-ER0_)(F-AH0_L)(N-AH0_S)
wondering	(W-AH1_N)(D-ER0_)(-IH0_NX)
wonderland	(W-AH1_N)(D-ER0_)(L-AE2_N D)
wonderly	(W-AH1_N)(D-ER0_)(L-IY0_Y)
wonderment	(W-AH1_N)(D-ER0_)(M-AH0_N T)
wonders	(W-AH1_N)(D-ER0_Z)
wondra	(W-AA1_N)(D R-AH0_)
wondrous	(W-AH1_N)(D R-AH0_S)
wong	(W-AO1_NX)
wonk	(W-AA1_N K)
wonks	(W-AA1_N K S)
wonksahachee	(W-AA0_NK)(S-AH0_)(HH-AE1_)(CH-IY0_Y)
wonnacott	(W-AH1_)(N-AH0_)(K-AA0_T)
wont	(W-OW1_W N T)
woo	(W-UW1_W)
wood	(W-UH1_D)
woodall	(W-UH1_)(D-AO2_L)
woodard	(W-UH1_)(D-ER0_D)
woodbeck	(W-UH1_D)(B-EH2_K)
woodberry	(W-UH1_D)(B-EH2_)(R-IY0_Y)
woodbridge	(W-UH1_D)(B R-IH2_JH)
woodburn	(W-UH1_D)(B-ER2_N)
woodbury	(W-UH1_D)(B-EH2_)(R-IY0_Y)
woodby	(W-UH1_D)(B-IY0_Y)
woodcarver	(W-UH1_D)(K-AA2_R)(V-ER0_)
woodcarvers	(W-UH1_D)(K-AA2_R)(V-ER0_Z)
woodchip	(W-UH1_D)(CH-IH2_P)
woodchips	(W-UH1_D)(CH-IH2_P S)
woodchuck	(W-UH1_D)(CH-AH2_K)
woodcliff	(W-UH1_D)(K L-IH2_F)
woodcock	(W-UH1_D)(K-AA2_K)
woodcox	(W-UH1_D)(K-AA2_K S)
wooddell	(W-UH1_)(D-AH0_L)
wooded	(W-UH1_)(D-IH0_D)
woodell	(W-UH1_)(D-AH0_L)
wooden	(W-UH1_)(D-AH0_N)
woodfield	(W-UH1_D)(F-IY2_Y L D)
woodfill	(W-UH1_D)(F-IH2_L)
woodfin	(W-UH1_D)(F-IH0_N)
woodford	(W-UH1_D)(F-ER0_D)
woodfork	(W-UH1_D)(F-ER0_K)
woodhall	(W-UH1_D)(HH-AO2_L)
woodham	(W-UH1_D)(HH-AH0_M)
woodhams	(W-UH1_D)(HH-AH0_M Z)
woodhead	(W-UH1_D)(HH-EH2_D)
woodhouse	(W-UH1_D)(HH-AA2_W S)
woodhull	(W-UH1_D)(HH-AH2_L)
woodie	(W-UH1_)(D-IY0_Y)
woodin	(W-UH1_)(D-IH0_N)
wooding	(W-UH1_)(D-IH0_NX)
woodington	(W-UH1_)(D-IH0_NX)(T-AH0_N)
woodis	(W-UH1_)(D-IH0_S)
woodke	(W-UH1_D)(K-IY0_Y)
woodland	(W-UH1_D)(L-AE2_N D)
woodlands	(W-UH1_D)(L-AE2_N D Z)
woodle	(W-UH1_)(D-AH0_L)
woodlee	(W-UH1_D)(L-IY2_Y)
woodley	(W-UH1_D)(L-IY0_Y)
woodlief	(W-UH1_D)(L-IY2_Y F)
woodliff	(W-UH1_D)(L-IH0_F)
woodling	(W-UH1_D)(L-IH0_NX)
woodlock	(W-UH1_D)(L-AA2_K)
woodlot	(W-UH1_D)(L-AA2_T)
woodmac	(W-UH1_D)(M-AE0_K)
woodman	(W-UH1_D)(M-AH0_N)
woodmansee	(W-UH0_D)(M-AH0_N)(S-IY1_Y)
woodpecker	(W-UH1_D)(P-EH2_)(K-ER0_)
woodpeckers	(W-UH1_D)(P-EH2_)(K-ER0_Z)
woodrich	(W-UH1_)(D R-IH2_CH)
woodrick	(W-UH1_)(D R-IH0_K)
woodring	(W-UH1_)(D R-IH2_NX)
woodrome	(W-UH1_)(D R-AH0_M)
woodroof	(W-UH1_)(D R-UW2_W F)
woodrow	(W-UH1_)(D R-OW2_W)
woodruff	(W-UH1_)(D R-AH0_F)
woodrum	(W-UH1_)(D R-AH0_M)
woods	(W-UH1_D Z)
woodshed	(W-UH1_D)(SH-EH2_D)
woodside	(W-UH1_D)(S-AA2_Y D)
woodsmall	(W-UH1_D)(S M-AO2_L)
woodsman	(W-UH1_D Z)(M-AE0_N)
woodsmen	(W-UH1_D Z)(M-AH0_N)
woodson	(W-UH1_D)(S-AH0_N)
woodstock	(W-UH1_D)(S T-AA2_K)
woodstream	(W-UH1_D)(S T R-IY2_Y M)
woodward	(W-UH1_)(D W-AO2_R D)
woodwind	(W-UH1_)(D W-IH2_N D)
woodwinds	(W-UH1_)(D W-IH2_N D Z)
woodwork	(W-UH1_)(D W-ER2_K)
woodworker	(W-UH1_)(D W-ER2_)(K-ER0_)
woodworkers	(W-UH1_)(D W-ER2_)(K-ER0_Z)
woodworking	(W-UH1_)(D W-ER2_)(K-IH0_NX)
woodworth	(W-UH1_)(D W-ER2_TH)
woody	(W-UH1_)(D-IY0_Y)
woodyard	(W-UH1_D)(Y-AA2_R D)
wooed	(W-UW1_W D)
woof	(W-UW1_W F)
woofter	(W-UW1_W F)(T-ER0_)
woogie	(W-UW1_W)(G-IY0_Y)
wooing	(W-UW1_W)(-IH0_NX)
wool	(W-UH1_L)
woolard	(W-UH1_)(L-ER0_D)
woolbright	(W-UH1_L)(B R-AA2_Y T)
woolco	(W-UH1_L)(K-OW2_W)
woolcock	(W-UH1_L)(K-AA2_K)
wooldridge	(W-UH1_L)(D R-IH0_JH)
woolen	(W-UH1_)(L-AH0_N)
woolens	(W-UH1_)(L-AH0_N Z)
woolery	(W-UH1_)(L-ER0_)(-IY0_Y)
woolever	(W-UH1_)(L-EH2_)(V-ER0_)
wooley	(W-UH1_)(L-IY0_Y)
woolf	(W-UH1_L F)
woolfolk	(W-UH1_L)(F-OW2_W K)
woolford	(W-UH1_L)(F-ER0_D)
woolfork	(W-UH1_L)(F-AO2_R K)
woollard	(W-UH1_)(L-ER0_D)
woollcott	(W-UH1_L)(K-AA0_T)
woollen	(W-UH1_)(L-AH0_N)
woolley	(W-UH1_)(L-IY0_Y)
woolly	(W-UH1_)(L-IY0_Y)
woolman	(W-UH1_L)(M-AH0_N)
woolridge	(W-UH1_L)(R-IH2_JH)
wools	(W-UH1_L Z)
woolsey	(W-UH1_L)(Z-IY0_Y)
woolson	(W-UH1_L)(S-AH0_N)
woolston	(W-UH1_L)(S T-AH0_N)
woolum	(W-UH1_)(L-AH0_M)
woolums	(W-UH1_)(L-AH0_M Z)
woolverton	(W-UH1_L)(V-ER0_)(T-AH0_N)
woolwine	(W-UH1_L)(W-AA2_Y N)
woolworth	(W-UH1_L)(W-ER2_TH)
wooly	(W-UH1_)(L-IY0_Y)
woomer	(W-UW1_W)(M-ER0_)
woong	(W-UW1_W NX)
woos	(W-UW1_W Z)
woosley	(W-UW1_W Z)(L-IY0_Y)
wooster	(W-UW1_W)(S T-ER0_)
wootan	(W-UW1_W)(T-AH0_N)
wooten	(W-UW1_W)(T-AH0_N)
wooters	(W-UW1_W)(T-ER0_Z)
wooton	(W-UW1_W)(T-AH0_N)
wootten	(W-UW1_W)(T-AH0_N)
wootton	(W-UW1_W)(T-AH0_N)
woozy	(W-UW1_W)(Z-IY0_Y)
wop	(W-AA1_P)
wops	(W-AA1_P S)
wor	(W-AO1_R)
worcester	(W-UH1_)(S T-ER0_)
word	(W-ER1_D)
worded	(W-ER1_)(D-IH0_D)
wordell	(W-ER1_)(D-AH0_L)
worden	(W-ER1_)(D-AH0_N)
wording	(W-ER1_)(D-IH0_NX)
wordless	(W-ER1_D)(L-AH0_S)
wordperfect	(W-ER1_D)(P-ER1_)(F-EH0_K T)
words	(W-ER1_D Z)
wordsmith	(W-ER1_D)(S M-IH2_TH)
wordstar	(W-ER1_D)(S T-AA2_R)
wordsworth	(W-ER1_D Z)(W-ER0_TH)
wordy	(W-ER1_)(D-IY0_Y)
wore	(W-AO1_R)
work	(W-ER1_K)
workable	(W-ER1_)(K-AH0_)(B-AH0_L)
workaday	(W-ER1_)(K-AH0_)(D-EY2_Y)
workaholic	(W-ER1_)(K-AH0_)(HH-AA1_)(L-IH0_K)
workaholics	(W-ER2_)(K-AH0_)(HH-AA1_)(L-IH0_K S)
workbench	(W-ER1_K)(B-EH2_N CH)
workday	(W-ER1_K)(D-EY2_Y)
workdays	(W-ER1_K)(D-EY2_Y Z)
worked	(W-ER1_K T)
worker	(W-ER1_)(K-ER0_)
workers	(W-ER1_)(K-ER0_Z)
workfare	(W-ER1_K)(F-EH2_R)
workforce	(W-ER1_K)(F-AO2_R S)
workgroup	(W-ER1_K)(G R-UW2_W P)
workgroups	(W-ER1_K)(G R-UW2_W P S)
workhorse	(W-ER1_K)(HH-AO2_R S)
workhorses	(W-ER1_K)(HH-AO2_R)(S-IH0_Z)
working	(W-ER1_)(K-IH0_NX)
workinger	(W-ER1_)(K-IH0_N)(G-ER0_)
workings	(W-ER1_)(K-IH0_NX Z)
workload	(W-ER1_)(K L-OW2_W D)
workloads	(W-ER1_)(K L-OW2_W D Z)
workman	(W-ER1_K)(M-AH0_N)
workmanlike	(W-ER1_K)(M-AE2_N)(L-AA2_Y K)
workmanship	(W-ER1_K)(M-AH0_N)(SH-IH2_P)
workmen	(W-ER1_K)(M-IH0_N)
workout	(W-ER1_)(K-AA2_W T)
workouts	(W-ER1_)(K-AA2_W T S)
workplace	(W-ER1_K)(P L-EY2_Y S)
workplaces	(W-ER1_K)(P L-EY2_Y)(S-IH0_Z)
workroom	(W-ER1_)(K R-UW2_W M)
works	(W-ER1_K S)
worksheet	(W-ER1_K)(SH-IY2_Y T)
worksheets	(W-ER1_K)(SH-IY2_Y T S)
workshop	(W-ER1_K)(SH-AA2_P)
workshops	(W-ER1_K)(SH-AA2_P S)
workstation	(W-ER1_K)(S T-EY2_Y)(SH-AH0_N)
workstations	(W-ER1_K)(S T-EY2_Y)(SH-AH0_N Z)
workweek	(W-ER1_)(K W-IY2_Y K)
workweeks	(W-ER1_)(K W-IY2_Y K S)
worland	(W-ER1_)(L-AH0_N D)
worlco	(W-ER1_L)(K-OW0_W)
world	(W-ER1_L D)
worldcom	(W-ER1_LD)(K-AA2_M)
worldcorp	(W-ER1_LD)(K-AO2_R P)
worlder	(W-ER1_L)(D-ER0_)
worlders	(W-ER1_L)(D-ER0_Z)
worldliness	(W-ER1_LD)(L-IY0_Y)(N-AH0_S)
worldly	(W-ER1_LD)(L-IY0_Y)
worldnews	(W-ER1_LD)(N-UW1_W Z)
worldpass	(W-ER1_LD)(P-AE2_S)
worlds	(W-ER1_L D Z)
worldscope	(W-ER1_LD)(S K-OW2_W P)
worldspan	(W-ER1_LD)(S P-AE2_N)
worldvision	(W-ER1_LD)(V-IH2_)(ZH-AH0_N)
worldwide	(W-ER1_L)(D W-AA1_Y D)
worley	(W-ER1_)(L-IY0_Y)
worm	(W-ER1_M)
worman	(W-ER1_)(M-AH0_N)
wormington	(W-ER1_)(M-IH0_NX)(T-AH0_N)
wormley	(W-ER1_M)(L-IY0_Y)
wormlike	(W-ER1_M)(L-AA2_Y K)
worms	(W-ER1_M Z)
wormser	(W-ER1_M)(Z-ER0_)
wormuth	(W-ER1_)(M-UW0_W TH)
wormwood	(W-ER1_M)(W-UH2_D)
worn	(W-AO1_R N)
worner	(W-AO1_R)(N-ER0_)
woronoff	(W-AO1_)(R-AH0_)(N-AO0_F)
worrall	(W-ER1_)(R-AH0_L)
worrel	(W-ER1_)(R-AH0_L)
worrell	(W-ER1_)(R-AH0_L)
worried	(W-ER1_)(-IY0_Y D)
worrier	(W-ER1_)(-IY0_Y)(-ER0_)
worriers	(W-ER1_)(-IY0_Y)(-ER0_Z)
worries	(W-ER1_)(-IY0_Y Z)
worrisome	(W-ER1_)(-IY0_Y)(S-AH0_M)
worry	(W-ER1_)(-IY0_Y)
