a	(-A0_)
panderetear	(P-A0_N)(D-E0_)(R-E0_)(T-E0_)(-A0_R )
panderetee	(P-A0_N)(D-E0_)(R-E0_)(T-E0_)(-E0_)
panderetero	(P-A0_N)(D-E0_)(R-E0_)(T-E0_)(R-O0_)
pandero	(P-A0_N)(D-E0_)(R-O0_)
pandilla	(P-A0_N)(D-I0_LL)(-A0_)
pandillero	(P-A0_N)(D-I0_LL)(-E0_)(R-O0_)
pando	(P-A0_N)(D-O0_)
pandorga	(P-A0_N)(D-O0_R)(G-A0_)
pandé	(P-A0_N)(D-E1_)
pandó	(P-A0_N)(D-O1_)
panecillo	(P-A0_)(N-E0_)(S-I0_LL)(-O0_)
panegirice	(P-A0_)(N-E0_X)(-I0_)(R-I0_)(S-E0_)
panegirista	(P-A0_)(N-E0_X)(-I0_)(R-I0_S)(T-A0_)
panegirizar	(P-A0_)(N-E0_X)(-I0_)(R-I0_)(Z-A0_R )
panegirizo	(P-A0_)(N-E0_X)(-I0_)(R-I0_)(Z-O0_)
panegírico	(P-A0_)(N-E0_X)(-I1_)(R-I0_)(K-O0_)
panel	(P-A0_)(N-E0_L )
panero	(P-A0_)(N-E0_)(R-O0_)
panes	(P-A0_)(N-E0_S )
paneslavismo	(P-A0_)(N-E0_S)(L-A0_)(V-I0_S)(M-O0_)
paneslavista	(P-A0_)(N-E0_S)(L-A0_)(V-I0_S)(T-A0_)
panetela	(P-A0_)(N-E0_)(T-E0_)(L-A0_)
panetero	(P-A0_)(N-E0_)(T-E0_)(R-O0_)
panfilismo	(P-A0_N)(F-I0_)(L-I0_S)(M-O0_)
panfleto	(P-A0_N F)(L-E0_)(T-O0_)
pangermanismo	(P-A0_N X)(-E0_R)(M-A0_)(N-I0_S)(M-O0_)
pangermanista	(P-A0_N X)(-E0_R)(M-A0_)(N-I0_S)(T-A0_)
paniaguado	(P-A0_)(N-I0_)(-A0_G)(W-A0_)(D-O0_)
panicular	(P-A0_)(N-I0_)(K-U0_)(L-A0_R )
paniego	(P-A0_)(N-I0_)(-E0_)(G-O0_)
panificable	(P-A0_)(N-I0_)(F-I0_)(K-A0_B)(L-E0_)
panificar	(P-A0_)(N-I0_)(F-I0_)(K-A0_R )
panifico	(P-A0_)(N-I0_)(F-I0_)(K-O0_)
paniguado	(P-A0_)(N-I0_G)(W-A0_)(D-O0_)
panilla	(P-A0_)(N-I0_LL)(-A0_)
panique	(P-A0_)(N-I0_)(-K0_)(-E0_)
panislamismo	(P-A0_)(N-I0_S)(L-A0_)(M-I0_S)(M-O0_)
panizo	(P-A0_)(N-I0_)(Z-O0_)
pano	(P-A0_)(N-O0_)
panocho	(P-A0_)(N-O0_)(CH-O0_)
panoja	(P-A0_)(N-O0_X)(-A0_)
panoli	(P-A0_)(N-O0_)(L-I0_)
panonio	(P-A0_)(N-O0_)(N-I0_)(-O0_)
panoplia	(P-A0_)(N-O0_P)(L-I0_)(-A0_)
panorama	(P-A0_)(N-O0_)(R-A0_)(M-A0_)
panorámico	(P-A0_)(N-O0_)(R-A1_)(M-I0_)(K-O0_)
panos	(P-A0_)(N-O0_S )
panoso	(P-A0_)(N-O0_)(S-O0_)
panspermia	(P-A0_N S)(P-E0_R)(M-I0_)(-A0_)
pantalla	(P-A0_N)(T-A0_LL)(-A0_)
pantalonero	(P-A0_N)(T-A0_)(L-O0_)(N-E0_)(R-O0_)
pantalón	(P-A0_N)(T-A0_)(L-O1_N )
pantano	(P-A0_N)(T-A0_)(N-O0_)
pantanos	(P-A0_N)(T-A0_)(N-O0_S )
pantanoso	(P-A0_N)(T-A0_)(N-O0_)(S-O0_)
pantera	(P-A0_N)(T-E0_)(R-A0_)
panteísmo	(P-A0_N)(T-E0_)(-I1_S)(M-O0_)
panteísta	(P-A0_N)(T-E0_)(-I1_S)(T-A0_)
panteón	(P-A0_N)(T-E0_)(-O1_N )
pantomimo	(P-A0_N)(T-O0_)(M-I0_)(M-O0_)
pantoque	(P-A0_N)(T-O0_)(-K0_)(-E0_)
pantorra	(P-A0_N)(T-O0_RR)(-A0_)
pantorrillera	(P-A0_N)(T-O0_RR)(-I0_LL)(-E0_)(R-A0_)
pantufla	(P-A0_N)(T-U0_F)(L-A0_)
pantuflo	(P-A0_N)(T-U0_F)(L-O0_)
pantómetra	(P-A0_N)(T-O1_)(M-E0_T)(R-A0_)
panucho	(P-A0_)(N-U0_)(CH-O0_)
panza	(P-A0_N)(Z-A0_)
panzada	(P-A0_N)(Z-A0_)(D-A0_)
panzas	(P-A0_N)(Z-A0_S )
panzudo	(P-A0_N)(Z-U0_)(D-O0_)
panículo	(P-A0_)(N-I1_)(K-U0_)(L-O0_)
panóptico	(P-A0_)(N-O1_P)(T-I0_)(K-O0_)
papa	(P-A0_)(P-A0_)
papable	(P-A0_)(P-A0_B)(L-E0_)
papado	(P-A0_)(P-A0_)(D-O0_)
papafigo	(P-A0_)(P-A0_)(F-I0_)(G-O0_)
papagayo	(P-A0_)(P-A0_)(G-A0_)(Y-O0_)
papahuevos	(P-A0_)(P-A0_)(-U0_)(-E0_)(V-O0_S )
papal	(P-A0_)(P-A0_L )
papalino	(P-A0_)(P-A0_)(L-I0_)(N-O0_)
papalote	(P-A0_)(P-A0_)(L-O0_)(T-E0_)
papamoscas	(P-A0_)(P-A0_)(M-O0_S)(K-A0_S )
papan	(P-A0_)(P-A0_N )
papanatas	(P-A0_)(P-A0_)(N-A0_)(T-A0_S )
papar	(P-A0_)(P-A0_R )
paparote	(P-A0_)(P-A0_)(R-O0_)(T-E0_)
paparrabias	(P-A0_)(P-A0_RR)(-A0_)(B-I0_)(-A0_S )
paparrasolla	(P-A0_)(P-A0_RR)(-A0_)(S-O0_LL)(-A0_)
paparrucha	(P-A0_)(P-A0_RR)(-U0_)(CH-A0_)
papatoste	(P-A0_)(P-A0_)(T-O0_S)(T-E0_)
papaverina	(P-A0_)(P-A0_)(V-E0_)(R-I0_)(N-A0_)
papaveráceo	(P-A0_)(P-A0_)(V-E0_)(R-A1_)(S-E0_)(-O0_)
papayo	(P-A0_)(P-A0_)(Y-O0_)
pape	(P-A0_)(P-E0_)
papear	(P-A0_)(P-E0_)(-A0_R )
papee	(P-A0_)(P-E0_)(-E0_)
papel	(P-A0_)(P-E0_L )
papelear	(P-A0_)(P-E0_)(L-E0_)(-A0_R )
papelee	(P-A0_)(P-E0_)(L-E0_)(-E0_)
papeleo	(P-A0_)(P-E0_)(L-E0_)(-O0_)
papelero	(P-A0_)(P-E0_)(L-E0_)(R-O0_)
papeles	(P-A0_)(P-E0_)(L-E0_S )
papeleta	(P-A0_)(P-E0_)(L-E0_)(T-A0_)
papeletear	(P-A0_)(P-E0_)(L-E0_)(T-E0_)(-A0_R )
papeletee	(P-A0_)(P-E0_)(L-E0_)(T-E0_)(-E0_)
papeletice	(P-A0_)(P-E0_)(L-E0_)(T-I0_)(S-E0_)
papeletizar	(P-A0_)(P-E0_)(L-E0_)(T-I0_)(Z-A0_R )
papeletizo	(P-A0_)(P-E0_)(L-E0_)(T-I0_)(Z-O0_)
papelina	(P-A0_)(P-E0_)(L-I0_)(N-A0_)
papelista	(P-A0_)(P-E0_)(L-I0_S)(T-A0_)
papelonado	(P-A0_)(P-E0_)(L-O0_)(N-A0_)(D-O0_)
papelonear	(P-A0_)(P-E0_)(L-O0_)(N-E0_)(-A0_R )
papelonee	(P-A0_)(P-E0_)(L-O0_)(N-E0_)(-E0_)
papelorio	(P-A0_)(P-E0_)(L-O0_)(R-I0_)(-O0_)
papelote	(P-A0_)(P-E0_)(L-O0_)(T-E0_)
papelucho	(P-A0_)(P-E0_)(L-U0_)(CH-O0_)
papelón	(P-A0_)(P-E0_)(L-O1_N )
papen	(P-A0_)(P-E0_N )
papero	(P-A0_)(P-E0_)(R-O0_)
papialbillo	(P-A0_)(P-I0_)(-A0_L)(B-I0_LL)(-O0_)
papiamento	(P-A0_)(P-I0_)(-A0_)(M-E0_N)(T-O0_)
papila	(P-A0_)(P-I0_)(L-A0_)
papilar	(P-A0_)(P-I0_)(L-A0_R )
papilionáceo	(P-A0_)(P-I0_)(L-I0_)(-O0_)(N-A1_)(S-E0_)(-O0_)
papilla	(P-A0_)(P-I0_LL)(-A0_)
papillote	(P-A0_)(P-I0_LL)(-O0_)(T-E0_)
papiloma	(P-A0_)(P-I0_)(L-O0_)(M-A0_)
papiro	(P-A0_)(P-I0_)(R-O0_)
papirote	(P-A0_)(P-I0_)(R-O0_)(T-E0_)
papirotes	(P-A0_)(P-I0_)(R-O0_)(T-E0_S )
papismo	(P-A0_)(P-I0_S)(M-O0_)
papista	(P-A0_)(P-I0_S)(T-A0_)
papo	(P-A0_)(P-O0_)
paporrear	(P-A0_)(P-O0_RR)(-E0_)(-A0_R )
paporree	(P-A0_)(P-O0_RR)(-E0_)(-E0_)
papos	(P-A0_)(P-O0_S )
papujada	(P-A0_)(P-U0_X)(-A0_)(D-A0_)
papujado	(P-A0_)(P-U0_X)(-A0_)(D-O0_)
papá	(P-A0_)(P-A1_)
papás	(P-A0_)(P-A1_S )
papé	(P-A0_)(P-E1_)
papó	(P-A0_)(P-O1_)
papúa	(P-A0_)(P-U1_)(-A0_)
paquear	(P-A0_)(-K0_)(-E0_)(-A0_R )
paquebot	(P-A0_)(-K0_)(-E0_)(B-O0_T )
paquebote	(P-A0_)(-K0_)(-E0_)(B-O0_)(T-E0_)
paquee	(P-A0_)(-K0_)(-E0_)(-E0_)
paquete	(P-A0_)(-K0_)(-E0_)(T-E0_)
paquetero	(P-A0_)(-K0_)(-E0_)(T-E0_)(R-O0_)
paquidermia	(P-A0_)(-K0_)(-I0_)(D-E0_R)(M-I0_)(-A0_)
paquidermo	(P-A0_)(-K0_)(-I0_)(D-E0_R)(M-O0_)
paquidérmico	(P-A0_)(-K0_)(-I0_)(D-E1_R)(M-I0_)(K-O0_)
paquistaní	(P-A0_)(-K0_)(-I0_S)(T-A0_)(N-I1_)
paquistaníes	(P-A0_)(-K0_)(-I0_S)(T-A0_)(N-I1_)(-E0_S )
par	(P-A0_R )
para	(P-A0_)(R-A0_)
paraba	(P-A0_)(R-A0_)(B-A0_)
paraban	(P-A0_)(R-A0_)(B-A0_N )
parabién	(P-A0_)(R-A0_)(B-I0_)(-E1_N )
parabolano	(P-A0_)(R-A0_)(B-O0_)(L-A0_)(N-O0_)
parabolice	(P-A0_)(R-A0_)(B-O0_)(L-I0_)(S-E0_)
parabolizar	(P-A0_)(R-A0_)(B-O0_)(L-I0_)(Z-A0_R )
parabolizo	(P-A0_)(R-A0_)(B-O0_)(L-I0_)(Z-O0_)
paraboloide	(P-A0_)(R-A0_)(B-O0_)(L-O0_)(-I0_)(D-E0_)
parabrisas	(P-A0_)(R-A0_B)(R-I0_)(S-A0_S )
parabólico	(P-A0_)(R-A0_)(B-O1_)(L-I0_)(K-O0_)
paracaidismo	(P-A0_)(R-A0_)(K-A0_)(-I0_)(D-I0_S)(M-O0_)
paracaidista	(P-A0_)(R-A0_)(K-A0_)(-I0_)(D-I0_S)(T-A0_)
paracaídas	(P-A0_)(R-A0_)(K-A0_)(-I1_)(D-A0_S )
paracentesis	(P-A0_)(R-A0_)(S-E0_N)(T-E0_)(S-I0_S )
parachoques	(P-A0_)(R-A0_)(CH-O0_)(-K0_)(-E0_S )
paracleto	(P-A0_)(R-A0_K)(L-E0_)(T-O0_)
paracronismo	(P-A0_)(R-A0_K)(R-O0_)(N-I0_S)(M-O0_)
parada	(P-A0_)(R-A0_)(D-A0_)
paradero	(P-A0_)(R-A0_)(D-E0_)(R-O0_)
paradigma	(P-A0_)(R-A0_)(D-I0_G)(M-A0_)
paradina	(P-A0_)(R-A0_)(D-I0_)(N-A0_)
paradislero	(P-A0_)(R-A0_)(D-I0_S)(L-E0_)(R-O0_)
paradisíaco	(P-A0_)(R-A0_)(D-I0_)(S-I1_)(-A0_)(K-O0_)
parado	(P-A0_)(R-A0_)(D-O0_)
paradojo	(P-A0_)(R-A0_)(D-O0_X)(-O0_)
parador	(P-A0_)(R-A0_)(D-O0_R )
paradójico	(P-A0_)(R-A0_)(D-O1_X)(-I0_)(K-O0_)
parafernales	(P-A0_)(R-A0_)(F-E0_R)(N-A0_)(L-E0_S )
parafernalia	(P-A0_)(R-A0_)(F-E0_R)(N-A0_)(L-I0_)(-A0_)
parafina	(P-A0_)(R-A0_)(F-I0_)(N-A0_)
parafraseador	(P-A0_)(R-A0_F)(R-A0_)(S-E0_)(-A0_)(D-O0_R )
parafrasear	(P-A0_)(R-A0_F)(R-A0_)(S-E0_)(-A0_R )
parafrasee	(P-A0_)(R-A0_F)(R-A0_)(S-E0_)(-E0_)
paragonar	(P-A0_)(R-A0_)(G-O0_)(N-A0_R )
paraguas	(P-A0_)(R-A0_G)(W-A0_S )
paraguay	(P-A0_)(R-A0_G)(W-A0_Y )
paraguayo	(P-A0_)(R-A0_G)(W-A0_)(Y-O0_)
paragón	(P-A0_)(R-A0_)(G-O1_N )
parahusar	(P-A0_)(R-A0_)(-U0_)(S-A0_R )
parahúse	(P-A0_)(R-A0_)(-U1_)(S-E0_)
parahúso	(P-A0_)(R-A0_)(-U1_)(S-O0_)
paraje	(P-A0_)(R-A0_X)(-E0_)
parajismo	(P-A0_)(R-A0_X)(-I0_S)(M-O0_)
paralaje	(P-A0_)(R-A0_)(L-A0_X)(-E0_)
paralelamente	(P-A0_)(R-A0_)(L-E0_)(L-A0_)(M-E0_N)(T-E0_)
paralelar	(P-A0_)(R-A0_)(L-E0_)(L-A0_R )
paralele	(P-A0_)(R-A0_)(L-E0_)(L-E0_)
paralelepípedo	(P-A0_)(R-A0_)(L-E0_)(L-E0_)(P-I1_)(P-E0_)(D-O0_)
paralelismo	(P-A0_)(R-A0_)(L-E0_)(L-I0_S)(M-O0_)
paralelo	(P-A0_)(R-A0_)(L-E0_)(L-O0_)
paralelogramo	(P-A0_)(R-A0_)(L-E0_)(L-O0_G)(R-A0_)(M-O0_)
paralice	(P-A0_)(R-A0_)(L-I0_)(S-E0_)
paraliticar	(P-A0_)(R-A0_)(L-I0_)(T-I0_)(K-A0_R )
paralitico	(P-A0_)(R-A0_)(L-I0_)(T-I0_)(K-O0_)
paralizador	(P-A0_)(R-A0_)(L-I0_)(Z-A0_)(D-O0_R )
paralizante	(P-A0_)(R-A0_)(L-I0_)(Z-A0_N)(T-E0_)
paralizar	(P-A0_)(R-A0_)(L-I0_)(Z-A0_R )
paralizo	(P-A0_)(R-A0_)(L-I0_)(Z-O0_)
paralogice	(P-A0_)(R-A0_)(L-O0_X)(-I0_)(S-E0_)
paralogizar	(P-A0_)(R-A0_)(L-O0_X)(-I0_)(Z-A0_R )
paralogizo	(P-A0_)(R-A0_)(L-O0_X)(-I0_)(Z-O0_)
paraláctico	(P-A0_)(R-A0_)(L-A1_K)(T-I0_)(K-O0_)
paralítico	(P-A0_)(R-A0_)(L-I1_)(T-I0_)(K-O0_)
paramenta	(P-A0_)(R-A0_)(M-E0_N)(T-A0_)
paramentan	(P-A0_)(R-A0_)(M-E0_N)(T-A0_N )
paramentar	(P-A0_)(R-A0_)(M-E0_N)(T-A0_R )
paramente	(P-A0_)(R-A0_)(M-E0_N)(T-E0_)
paramenten	(P-A0_)(R-A0_)(M-E0_N)(T-E0_N )
paramento	(P-A0_)(R-A0_)(M-E0_N)(T-O0_)
paramenté	(P-A0_)(R-A0_)(M-E0_N)(T-E1_)
paramentó	(P-A0_)(R-A0_)(M-E0_N)(T-O1_)
paramilitar	(P-A0_)(R-A0_)(M-I0_)(L-I0_)(T-A0_R )
paramos	(P-A0_)(R-A0_)(M-O0_S )
paran	(P-A0_)(R-A0_N )
parancero	(P-A0_)(R-A0_N)(S-E0_)(R-O0_)
parando	(P-A0_)(R-A0_N)(D-O0_)
parangonar	(P-A0_)(R-A0_NG)(G-O0_)(N-A0_R )
parangonizar	(P-A0_)(R-A0_NG)(G-O0_)(N-I0_)(Z-A0_R )
parangón	(P-A0_)(R-A0_NG)(G-O1_N )
paraninfo	(P-A0_)(R-A0_)(N-I0_N)(F-O0_)
paranoia	(P-A0_)(R-A0_)(N-O0_)(-I0_)(-A0_)
paranoico	(P-A0_)(R-A0_)(N-O0_)(-I0_)(K-O0_)
paranoide	(P-A0_)(R-A0_)(N-O0_)(-I0_)(D-E0_)
paranomasia	(P-A0_)(R-A0_)(N-O0_)(M-A0_)(S-I0_)(-A0_)
paranormal	(P-A0_)(R-A0_)(N-O0_R)(M-A0_L )
paranza	(P-A0_)(R-A0_N)(Z-A0_)
paranínfico	(P-A0_)(R-A0_)(N-I1_N)(F-I0_)(K-O0_)
parapetar	(P-A0_)(R-A0_)(P-E0_)(T-A0_R )
parapete	(P-A0_)(R-A0_)(P-E0_)(T-E0_)
parapeto	(P-A0_)(R-A0_)(P-E0_)(T-O0_)
parapoco	(P-A0_)(R-A0_)(P-O0_)(K-O0_)
parapsicología	(P-A0_)(R-A0_P)(S-I0_)(K-O0_)(L-O0_X)(-I1_)(-A0_)
parar	(P-A0_)(R-A0_R )
parara	(P-A0_)(R-A0_)(R-A0_)
pararan	(P-A0_)(R-A0_)(R-A0_N )
parare	(P-A0_)(R-A0_)(R-E0_)
pararen	(P-A0_)(R-A0_)(R-E0_N )
pararla	(P-A0_)(R-A0_R)(L-A0_)
pararle	(P-A0_)(R-A0_R)(L-E0_)
pararlo	(P-A0_)(R-A0_R)(L-O0_)
pararon	(P-A0_)(R-A0_)(R-O0_N )
pararrayo	(P-A0_)(R-A0_RR)(-A0_)(Y-O0_)
pararse	(P-A0_)(R-A0_R)(S-E0_)
parará	(P-A0_)(R-A0_)(R-A1_)
pararán	(P-A0_)(R-A0_)(R-A1_N )
pararás	(P-A0_)(R-A0_)(R-A1_S )
pararé	(P-A0_)(R-A0_)(R-E1_)
pararía	(P-A0_)(R-A0_)(R-I1_)(-A0_)
paras	(P-A0_)(R-A0_S )
parase	(P-A0_)(R-A0_)(S-E0_)
paraselene	(P-A0_)(R-A0_)(S-E0_)(L-E0_)(N-E0_)
parasemo	(P-A0_)(R-A0_)(S-E0_)(M-O0_)
parasen	(P-A0_)(R-A0_)(S-E0_N )
parasimpático	(P-A0_)(R-A0_)(S-I0_M)(P-A1_)(T-I0_)(K-O0_)
parasismo	(P-A0_)(R-A0_)(S-I0_S)(M-O0_)
parasitaria	(P-A0_)(R-A0_)(S-I0_)(T-A0_)(R-I0_)(-A0_)
parasitario	(P-A0_)(R-A0_)(S-I0_)(T-A0_)(R-I0_)(-O0_)
parasitismo	(P-A0_)(R-A0_)(S-I0_)(T-I0_S)(M-O0_)
parasol	(P-A0_)(R-A0_)(S-O0_L )
paraste	(P-A0_)(R-A0_S)(T-E0_)
parata	(P-A0_)(R-A0_)(T-A0_)
parazonio	(P-A0_)(R-A0_)(Z-O0_)(N-I0_)(-O0_)
paraíso	(P-A0_)(R-A0_)(-I1_)(S-O0_)
parca	(P-A0_R)(K-A0_)
parcamente	(P-A0_R)(K-A0_)(M-E0_N)(T-E0_)
parce	(P-A0_R)(S-E0_)
parcelar	(P-A0_R)(S-E0_)(L-A0_R )
parcelario	(P-A0_R)(S-E0_)(L-A0_)(R-I0_)(-O0_)
parcele	(P-A0_R)(S-E0_)(L-E0_)
parcha	(P-A0_R)(CH-A0_)
parchan	(P-A0_R)(CH-A0_N )
parchar	(P-A0_R)(CH-A0_R )
parche	(P-A0_R)(CH-E0_)
parchear	(P-A0_R)(CH-E0_)(-A0_R )
parchee	(P-A0_R)(CH-E0_)(-E0_)
parchen	(P-A0_R)(CH-E0_N )
parcho	(P-A0_R)(CH-O0_)
parché	(P-A0_R)(CH-E1_)
parchís	(P-A0_R)(CH-I1_S )
parchó	(P-A0_R)(CH-O1_)
parcial	(P-A0_R)(S-I0_)(-A0_L )
parcialice	(P-A0_R)(S-I0_)(-A0_)(L-I0_)(S-E0_)
parcializar	(P-A0_R)(S-I0_)(-A0_)(L-I0_)(Z-A0_R )
parcializo	(P-A0_R)(S-I0_)(-A0_)(L-I0_)(Z-O0_)
parcialmente	(P-A0_R)(S-I0_)(-A0_L)(M-E0_N)(T-E0_)
parcionero	(P-A0_R)(S-I0_)(-O0_)(N-E0_)(R-O0_)
parcir	(P-A0_R)(S-I0_R )
parco	(P-A0_R)(K-O0_)
parcos	(P-A0_R)(K-O0_S )
parda	(P-A0_R)(D-A0_)
pardal	(P-A0_R)(D-A0_L )
pardear	(P-A0_R)(D-E0_)(-A0_R )
pardee	(P-A0_R)(D-E0_)(-E0_)
pardiez	(P-A0_R)(D-I0_)(-E0_Z )
pardisco	(P-A0_R)(D-I0_S)(K-O0_)
pardo	(P-A0_R)(D-O0_)
pardomonte	(P-A0_R)(D-O0_)(M-O0_N)(T-E0_)
pardusco	(P-A0_R)(D-U0_S)(K-O0_)
parduzco	(P-A0_R)(D-U0_Z)(K-O0_)
pare	(P-A0_)(R-E0_)
parea	(P-A0_)(R-E0_)(-A0_)
parean	(P-A0_)(R-E0_)(-A0_N )
parear	(P-A0_)(R-E0_)(-A0_R )
parece	(P-A0_)(R-E0_)(S-E0_)
parecen	(P-A0_)(R-E0_)(S-E0_N )
parecencia	(P-A0_)(R-E0_)(S-E0_N)(S-I0_)(-A0_)
parecer	(P-A0_)(R-E0_)(S-E0_R )
pareceres	(P-A0_)(R-E0_)(S-E0_)(R-E0_S )
parecerme	(P-A0_)(R-E0_)(S-E0_R)(M-E0_)
parecernos	(P-A0_)(R-E0_)(S-E0_R)(N-O0_S )
parecerte	(P-A0_)(R-E0_)(S-E0_R)(T-E0_)
pareciéndome	(P-A0_)(R-E0_)(S-I0_)(-E1_N)(D-O0_)(M-E0_)
pareciéndonos	(P-A0_)(R-E0_)(S-I0_)(-E1_N)(D-O0_)(N-O0_S )
pareciéndote	(P-A0_)(R-E0_)(S-I0_)(-E1_N)(D-O0_)(T-E0_)
pareció	(P-A0_)(R-E0_)(S-I0_)(-O1_)
parecí	(P-A0_)(R-E0_)(S-I1_)
parecía	(P-A0_)(R-E0_)(S-I1_)(-A0_)
pared	(P-A0_)(R-E0_D )
paredes	(P-A0_)(R-E0_)(D-E0_S )
paredón	(P-A0_)(R-E0_)(D-O1_N )
paree	(P-A0_)(R-E0_)(-E0_)
pareen	(P-A0_)(R-E0_)(-E0_N )
pareja	(P-A0_)(R-E0_X)(-A0_)
parejo	(P-A0_)(R-E0_X)(-O0_)
parejos	(P-A0_)(R-E0_X)(-O0_S )
parejura	(P-A0_)(R-E0_X)(-U0_)(R-A0_)
paremiológico	(P-A0_)(R-E0_)(M-I0_)(-O0_)(L-O1_X)(-I0_)(K-O0_)
paremos	(P-A0_)(R-E0_)(M-O0_S )
paren	(P-A0_)(R-E0_N )
parenquimatoso	(P-A0_)(R-E0_NG)(-K0_)(-I0_)(M-A0_)(T-O0_)(S-O0_)
parental	(P-A0_)(R-E0_N)(T-A0_L )
parentela	(P-A0_)(R-E0_N)(T-E0_)(L-A0_)
parentesco	(P-A0_)(R-E0_N)(T-E0_S)(K-O0_)
pareo	(P-A0_)(R-E0_)(-O0_)
parergon	(P-A0_)(R-E0_R)(G-O0_N )
pares	(P-A0_)(R-E0_S )
paresa	(P-A0_)(R-E0_)(S-A0_)
paresia	(P-A0_)(R-E0_)(S-I0_)(-A0_)
parestesia	(P-A0_)(R-E0_S)(T-E0_)(S-I0_)(-A0_)
parezca	(P-A0_)(R-E0_Z)(K-A0_)
parezco	(P-A0_)(R-E0_Z)(K-O0_)
pareé	(P-A0_)(R-E0_)(-E1_)
pareó	(P-A0_)(R-E0_)(-O1_)
pargo	(P-A0_R)(G-O0_)
parhelio	(P-A0_)(R-E0_)(L-I0_)(-O0_)
parhilera	(P-A0_)(R-I0_)(L-E0_)(R-A0_)
paridera	(P-A0_)(R-I0_)(D-E0_)(R-A0_)
parienta	(P-A0_)(R-I0_)(-E0_N)(T-A0_)
pariente	(P-A0_)(R-I0_)(-E0_N)(T-E0_)
parietal	(P-A0_)(R-I0_)(-E0_)(T-A0_L )
parietaria	(P-A0_)(R-I0_)(-E0_)(T-A0_)(R-I0_)(-A0_)
parificar	(P-A0_)(R-I0_)(F-I0_)(K-A0_R )
parifico	(P-A0_)(R-I0_)(F-I0_)(K-O0_)
parihuela	(P-A0_)(R-I0_)(-U0_)(-E0_)(L-A0_)
pario	(P-A0_)(R-I0_)(-O0_)
parir	(P-A0_)(R-I0_R )
parisiense	(P-A0_)(R-I0_)(S-I0_)(-E0_N)(S-E0_)
parisino	(P-A0_)(R-I0_)(S-I0_)(N-O0_)
paritario	(P-A0_)(R-I0_)(T-A0_)(R-I0_)(-O0_)
paritorio	(P-A0_)(R-I0_)(T-O0_)(R-I0_)(-O0_)
parlador	(P-A0_R)(L-A0_)(D-O0_R )
parlaembalde	(P-A0_R)(L-A0_)(-E0_M)(B-A0_L)(D-E0_)
parlamentar	(P-A0_R)(L-A0_)(M-E0_N)(T-A0_R )
parlamentaria	(P-A0_R)(L-A0_)(M-E0_N)(T-A0_)(R-I0_)(-A0_)
parlamentariamente	(P-A0_R)(L-A0_)(M-E0_N)(T-A0_)(R-I0_)(-A0_)(M-E0_N)(T-E0_)
parlamentario	(P-A0_R)(L-A0_)(M-E0_N)(T-A0_)(R-I0_)(-O0_)
parlamentarismo	(P-A0_R)(L-A0_)(M-E0_N)(T-A0_)(R-I0_S)(M-O0_)
parlamente	(P-A0_R)(L-A0_)(M-E0_N)(T-E0_)
parlamento	(P-A0_R)(L-A0_)(M-E0_N)(T-O0_)
parlante	(P-A0_R)(L-A0_N)(T-E0_)
parlar	(P-A0_R)(L-A0_R )
parlatorio	(P-A0_R)(L-A0_)(T-O0_)(R-I0_)(-O0_)
parle	(P-A0_R)(L-E0_)
parlero	(P-A0_R)(L-E0_)(R-O0_)
parlotear	(P-A0_R)(L-O0_)(T-E0_)(-A0_R )
parlotee	(P-A0_R)(L-O0_)(T-E0_)(-E0_)
parloteo	(P-A0_R)(L-O0_)(T-E0_)(-O0_)
parmesano	(P-A0_R)(M-E0_)(S-A0_)(N-O0_)
parnasiano	(P-A0_R)(N-A0_)(S-I0_)(-A0_)(N-O0_)
parnaso	(P-A0_R)(N-A0_)(S-O0_)
paro	(P-A0_)(R-O0_)
parodiador	(P-A0_)(R-O0_)(D-I0_)(-A0_)(D-O0_R )
parodiar	(P-A0_)(R-O0_)(D-I0_)(-A0_R )
parodie	(P-A0_)(R-O0_)(D-I0_)(-E0_)
parodista	(P-A0_)(R-O0_)(D-I0_S)(T-A0_)
parola	(P-A0_)(R-O0_)(L-A0_)
parolina	(P-A0_)(R-O0_)(L-I0_)(N-A0_)
paronimia	(P-A0_)(R-O0_)(N-I0_)(M-I0_)(-A0_)
paronomasia	(P-A0_)(R-O0_)(N-O0_)(M-A0_)(S-I0_)(-A0_)
paros	(P-A0_)(R-O0_S )
paroxismo	(P-A0_)(R-O0_X)(-I0_S)(M-O0_)
parpadeante	(P-A0_R)(P-A0_)(D-E0_)(-A0_N)(T-E0_)
parpadear	(P-A0_R)(P-A0_)(D-E0_)(-A0_R )
parpadee	(P-A0_R)(P-A0_)(D-E0_)(-E0_)
parpadeo	(P-A0_R)(P-A0_)(D-E0_)(-O0_)
parpar	(P-A0_R)(P-A0_R )
parpe	(P-A0_R)(P-E0_)
parque	(P-A0_)(R-K0_)(-E0_)
parquear	(P-A0_)(R-K0_)(-E0_)(-A0_R )
parquedad	(P-A0_)(R-K0_)(-E0_)(D-A0_D )
parquee	(P-A0_)(R-K0_)(-E0_)(-E0_)
parqué	(P-A0_)(R-K0_)(-E1_)
parqués	(P-A0_)(R-K0_)(-E1_S )
parra	(P-A0_RR)(-A0_)
parrafada	(P-A0_RR)(-A0_)(F-A0_)(D-A0_)
parrafear	(P-A0_RR)(-A0_)(F-E0_)(-A0_R )
